ID,type,start_time,end_time,time_of_warning,wind_speed,rainfall,flood_depth,magnitude,cause
PC-3000482,plane_crash,"2007-03-12T02:59:26",null,null,null,null,null,null,Unforeseeable accident
PC-3000483,plane_crash,"2018-03-19T10:09:12",null,null,null,null,null,null,Mechanical failure
PC-3000484,plane_crash,"1952-09-22T06:15:41",null,null,null,null,null,null,Mechanical failure
PC-3000485,plane_crash,"1970-09-19T17:34:39",null,null,null,null,null,null,Mechanical failure
PC-3000486,plane_crash,"1969-06-20T10:24:46",null,null,null,null,null,null,Humnan negligence
PC-3000487,plane_crash,"1960-11-20T08:01:49",null,null,null,null,null,null,Mechanical failure
PC-3000488,plane_crash,"1975-11-12T05:10:48",null,null,null,null,null,null,Unforeseeable accident
PC-3000489,plane_crash,"1991-05-16T02:03:24",null,null,null,null,null,null,Unforeseeable accident
PC-3000490,plane_crash,"2006-08-02T21:56",null,null,null,null,null,null,Humnan negligence
PC-3000491,plane_crash,"1985-03-08T01:46:24",null,null,null,null,null,null,Mechanical failure
PC-3000492,plane_crash,"1982-10-18T01:30:56",null,null,null,null,null,null,Humnan negligence
PC-3000493,plane_crash,"2019-07-17T02:49:33",null,null,null,null,null,null,Humnan negligence
PC-3000494,plane_crash,"2011-12-14T08:55:12",null,null,null,null,null,null,Humnan negligence
PC-3000495,plane_crash,"1962-09-24T21:43:27",null,null,null,null,null,null,Humnan negligence
PC-3000496,plane_crash,"1989-08-09T02:42:58",null,null,null,null,null,null,Mechanical failure
PC-3000497,plane_crash,"1975-11-08T14:44:08",null,null,null,null,null,null,Humnan negligence
PC-3000498,plane_crash,"1960-05-04T07:01:46",null,null,null,null,null,null,Unforeseeable accident
PC-3000499,plane_crash,"2008-08-23T01:34:05",null,null,null,null,null,null,Unforeseeable accident
T-1000000,tornado,"2001-10-14T22:51:15","2001-10-14T23:07:15","2001-10-14T21:31:39",210,null,null,5,null
T-1000001,tornado,"1866-11-01T17:10:03","1866-11-01T18:35:03","1866-11-01T16:44:02",118,null,null,2,null
T-1000002,tornado,"1894-08-08T19:24:46","1894-08-08T19:59:46","1894-08-08T18:23:13",65,null,null,0,null
T-1000003,tornado,"1867-05-31T17:26:02","1867-05-31T17:28:02","1867-05-31T16:04:24",107,null,null,1,null
T-1000004,tornado,"1964-08-14T11:26:29","1964-08-14T11:30:29","1964-08-14T10:22:14",168,null,null,4,null
T-1000005,tornado,"1983-08-25T05:56:11","1983-08-25T06:48:11","1983-08-25T05:02:28",180,null,null,4,null
T-1000006,tornado,"1927-05-19T19:11:22","1927-05-19T20:00:22","1927-05-19T18:24:30",125,null,null,2,null
T-1000007,tornado,"1927-03-17T04:45:17","1927-03-17T06:09:17","1927-03-17T04:06:29",248,null,null,5,null
T-1000008,tornado,"1938-09-24T02:16:35","1938-09-24T03:09:35","1938-09-24T01:34:49",160,null,null,3,null
T-1000009,tornado,"1969-11-15T09:48:47","1969-11-15T11:10:47","1969-11-15T09:30:07",293,null,null,5,null
T-1000010,tornado,"1900-10-28T19:34:54","1900-10-28T20:29:54","1900-10-28T19:29:03",129,null,null,2,null
T-1000011,tornado,"1878-09-27T00:50:26","1878-09-27T01:49:26","1878-09-27T00:12:26",123,null,null,2,null
T-1000012,tornado,"2004-12-20T15:13:30","2004-12-20T15:42:30","2004-12-20T14:33:42",160,null,null,3,null
T-1000013,tornado,"2003-02-18T17:50:20","2003-02-18T18:04:20","2003-02-18T16:30:31",85,null,null,0,null
T-1000014,tornado,"1953-11-29T09:55:49","1953-11-29T10:23:49","1953-11-29T08:43:01",70,null,null,0,null
T-1000015,tornado,"1896-04-01T14:07:49","1896-04-01T14:30:49","1896-04-01T12:53:57",262,null,null,5,null
T-1000016,tornado,"1962-08-17T08:03:57","1962-08-17T08:43:57","1962-08-17T07:02:32",165,null,null,3,null
T-1000017,tornado,"1909-09-21T01:13:55","1909-09-21T02:41:55","1909-09-21T00:03:06",116,null,null,2,null
T-1000018,tornado,"1935-09-08T23:21:51","1935-09-08T23:28:51","1935-09-08T23:00:17",185,null,null,4,null
T-1000019,tornado,"1875-01-31T01:11:40","1875-01-31T02:15:40","1875-01-31T00:29:22",150,null,null,3,null
T-1000020,tornado,"2006-04-04T21:52:34","2006-04-04T22:22:34","2006-04-04T20:45:43",223,null,null,5,null
T-1000021,tornado,"1876-07-28T07:50:49","1876-07-28T09:10:49","1876-07-28T06:57:01",107,null,null,1,null
T-1000022,tornado,"1992-11-11T19:24:14","1992-11-11T19:55:14","1992-11-11T18:45:38",114,null,null,2,null
T-1000023,tornado,"1886-08-17T02:17:07","1886-08-17T02:55:07","1886-08-17T02:01:15",103,null,null,1,null
T-1000024,tornado,"2007-12-18T19:35:56","2007-12-18T19:48:56","2007-12-18T18:34:06",74,null,null,0,null
T-1000025,tornado,"1985-12-25T17:14:32","1985-12-25T17:39:32","1985-12-25T16:59:11",104,null,null,1,null
T-1000026,tornado,"2005-12-13T06:52:30","2005-12-13T07:17:30","2005-12-13T06:19:35",72,null,null,0,null
T-1000027,tornado,"1997-10-11T19:29:07","1997-10-11T19:50:07","1997-10-11T18:08:28",123,null,null,2,null
T-1000028,tornado,"1911-07-26T14:34:02","1911-07-26T15:19:02","1911-07-26T13:54:14",126,null,null,2,null
T-1000029,tornado,"1944-02-27T07:08:17","1944-02-27T07:57:17","1944-02-27T06:58:26",120,null,null,2,null
T-1000030,tornado,"1892-09-28T09:27","1892-09-28T09:38","1892-09-28T08:52:59",166,null,null,4,null
T-1000031,tornado,"1890-05-22T03:13:31","1890-05-22T03:14:31","1890-05-22T02:29:29",176,null,null,4,null
T-1000032,tornado,"1909-04-06T09:53:46","1909-04-06T11:32:46","1909-04-06T09:37:31",158,null,null,3,null
T-1000033,tornado,"1908-02-16T16:13:47","1908-02-16T16:26:47","1908-02-16T15:11:43",80,null,null,0,null
T-1000034,tornado,"1966-03-14T16:13:10","1966-03-14T17:34:10","1966-03-14T14:50:18",76,null,null,0,null
T-1000035,tornado,"1873-04-06T03:04:05","1873-04-06T03:12:05","1873-04-06T02:49:14",89,null,null,1,null
T-1000036,tornado,"1915-12-25T10:20:15","1915-12-25T10:41:15","1915-12-25T09:52:07",83,null,null,0,null
T-1000037,tornado,"1995-04-19T04:52:25","1995-04-19T05:38:25","1995-04-19T04:38:12",144,null,null,3,null
T-1000038,tornado,"1926-05-18T03:26:59","1926-05-18T04:16:59","1926-05-18T03:02:30",98,null,null,1,null
T-1000039,tornado,"1913-03-31T15:33:01","1913-03-31T16:46:01","1913-03-31T15:18:26",123,null,null,2,null
T-1000040,tornado,"1927-07-08T04:15:18","1927-07-08T05:03:18","1927-07-08T03:12:54",168,null,null,4,null
T-1000041,tornado,"1937-02-17T03:49:42","1937-02-17T05:19:42","1937-02-17T03:04:26",121,null,null,2,null
T-1000042,tornado,"2019-01-19T14:08:11","2019-01-19T15:20:11","2019-01-19T13:54:05",134,null,null,2,null
T-1000043,tornado,"1969-07-11T00:59:50","1969-07-11T01:18:50","1969-07-11T00:52:24",78,null,null,0,null
T-1000044,tornado,"1983-12-18T02:53:32","1983-12-18T04:39:32","1983-12-18T02:14:51",183,null,null,4,null
T-1000045,tornado,"1997-08-10T23:53:33","1997-08-11T00:49:33","1997-08-10T23:04:08",212,null,null,5,null
T-1000046,tornado,"1984-12-24T04:55:53","1984-12-24T05:01:53","1984-12-24T04:39:51",76,null,null,0,null
T-1000047,tornado,"2011-07-16T05:34:34","2011-07-16T06:42:34","2011-07-16T05:06:53",77,null,null,0,null
T-1000048,tornado,"2015-07-30T09:34:04","2015-07-30T10:28:04","2015-07-30T08:19:54",121,null,null,2,null
T-1000049,tornado,"1937-05-09T03:49:48","1937-05-09T04:19:48","1937-05-09T02:21:44",127,null,null,2,null
T-1000050,tornado,"1947-08-05T13:34:57","1947-08-05T14:14:57","1947-08-05T12:59:04",120,null,null,2,null
T-1000051,tornado,"2013-10-07T14:29:06","2013-10-07T14:40:06","2013-10-07T13:39:24",146,null,null,3,null
T-1000052,tornado,"1964-12-20T01:50:10","1964-12-20T03:49:10","1964-12-20T01:16:31",188,null,null,4,null
T-1000053,tornado,"1902-02-09T04:02:49","1902-02-09T04:22:49","1902-02-09T03:48:44",192,null,null,4,null
T-1000054,tornado,"1975-04-11T14:21:42","1975-04-11T15:29:42","1975-04-11T13:16:50",71,null,null,0,null
T-1000055,tornado,"1985-12-08T06:38:08","1985-12-08T07:02:08","1985-12-08T06:09:41",214,null,null,5,null
T-1000056,tornado,"1978-02-12T10:47:58","1978-02-12T11:53:58","1978-02-12T09:20:15",180,null,null,4,null
T-1000057,tornado,"1984-03-25T11:07:32","1984-03-25T11:37:32","1984-03-25T10:22:07",221,null,null,5,null
T-1000058,tornado,"1967-03-14T00:25:15","1967-03-14T00:50:15","1967-03-14T00:08:36",272,null,null,5,null
T-1000059,tornado,"1934-07-03T21:02:22","1934-07-03T21:28:22","1934-07-03T20:56:15",186,null,null,4,null
T-1000060,tornado,"1950-06-10T14:23","1950-06-10T15:14","1950-06-10T14:04:25",124,null,null,2,null
T-1000061,tornado,"1961-05-07T02:04:32","1961-05-07T02:44:32","1961-05-07T01:34:46",119,null,null,2,null
T-1000062,tornado,"1971-09-22T13:43:30","1971-09-22T14:35:30","1971-09-22T13:28:26",124,null,null,2,null
T-1000063,tornado,"1967-12-30T06:34:28","1967-12-30T07:44:28","1967-12-30T06:28:02",115,null,null,2,null
T-1000064,tornado,"1983-07-05T14:24:55","1983-07-05T15:26:55","1983-07-05T13:09:24",82,null,null,0,null
T-1000065,tornado,"1990-07-18T09:53:56","1990-07-18T09:59:56","1990-07-18T08:45:09",131,null,null,2,null
T-1000066,tornado,"1924-03-11T02:00:44","1924-03-11T02:21:44","1924-03-11T01:19:10",74,null,null,0,null
T-1000067,tornado,"1969-05-28T06:01:50","1969-05-28T06:08:50","1969-05-28T05:31:04",182,null,null,4,null
T-1000068,tornado,"1982-07-19T19:24:08","1982-07-19T20:10:08","1982-07-19T17:59:05",194,null,null,4,null
T-1000069,tornado,"1887-08-22T04:50:29","1887-08-22T05:42:29","1887-08-22T03:24:37",74,null,null,0,null
T-1000070,tornado,"1892-12-30T15:06:48","1892-12-30T15:55:48","1892-12-30T15:01:02",146,null,null,3,null
T-1000071,tornado,"2002-11-28T16:29:10","2002-11-28T16:32:10","2002-11-28T15:09:11",162,null,null,3,null
T-1000072,tornado,"1940-11-15T05:00:34","1940-11-15T05:41:34","1940-11-15T04:19:50",182,null,null,4,null
T-1000073,tornado,"1992-08-22T09:13:29","1992-08-22T09:35:29","1992-08-22T07:44:08",113,null,null,2,null
T-1000074,tornado,"1972-05-16T21:28:02","1972-05-16T22:16:02","1972-05-16T21:01:19",168,null,null,4,null
T-1000075,tornado,"1981-08-24T00:21:33","1981-08-24T01:39:33","1981-08-23T23:44:27",135,null,null,2,null
T-1000076,tornado,"1976-02-18T23:47:07","1976-02-19T00:02:07","1976-02-18T22:59:09",169,null,null,4,null
T-1000077,tornado,"1966-06-22T04:13:42","1966-06-22T04:17:42","1966-06-22T03:45:15",153,null,null,3,null
T-1000078,tornado,"1906-09-09T15:51:32","1906-09-09T16:04:32","1906-09-09T15:02:24",127,null,null,2,null
T-1000079,tornado,"1998-12-19T19:54:20","1998-12-19T20:08:20","1998-12-19T19:22:53",122,null,null,2,null
T-1000080,tornado,"2014-10-02T16:24:44","2014-10-02T17:39:44","2014-10-02T15:40:01",162,null,null,3,null
T-1000081,tornado,"1984-06-29T12:24:46","1984-06-29T12:49:46","1984-06-29T11:39:04",76,null,null,0,null
T-1000082,tornado,"1964-12-05T20:38:09","1964-12-05T21:19:09","1964-12-05T19:46:40",282,null,null,5,null
T-1000083,tornado,"1986-08-31T09:23:22","1986-08-31T09:51:22","1986-08-31T09:01:32",66,null,null,0,null
T-1000084,tornado,"1903-10-26T07:23:09","1903-10-26T08:37:09","1903-10-26T07:12:04",285,null,null,5,null
T-1000085,tornado,"2013-05-05T21:40:44","2013-05-05T21:49:44","2013-05-05T21:05:54",66,null,null,0,null
T-1000086,tornado,"1871-06-03T07:25:32","1871-06-03T08:13:32","1871-06-03T07:05:26",230,null,null,5,null
T-1000087,tornado,"1992-01-31T18:22:45","1992-01-31T18:47:45","1992-01-31T17:39:21",79,null,null,0,null
T-1000088,tornado,"2011-03-31T08:01:15","2011-03-31T08:08:15","2011-03-31T07:05:53",77,null,null,0,null
T-1000089,tornado,"2016-10-12T05:37:40","2016-10-12T06:31:40","2016-10-12T04:15:47",292,null,null,5,null
T-1000090,tornado,"1944-05-27T19:05:03","1944-05-27T20:01:03","1944-05-27T18:35:11",77,null,null,0,null
T-1000091,tornado,"1995-09-07T17:39:12","1995-09-07T18:01:12","1995-09-07T17:26:25",142,null,null,3,null
T-1000092,tornado,"1872-11-11T03:02:07","1872-11-11T03:24:07","1872-11-11T02:43:01",256,null,null,5,null
T-1000093,tornado,"1892-07-13T21:02:40","1892-07-13T21:06:40","1892-07-13T20:12:04",97,null,null,1,null
T-1000094,tornado,"1995-06-28T11:36:47","1995-06-28T12:02:47","1995-06-28T10:26:35",84,null,null,0,null
T-1000095,tornado,"1869-12-18T19:24:16","1869-12-18T19:25:16","1869-12-18T18:20:08",177,null,null,4,null
T-1000096,tornado,"2016-12-04T09:35:08","2016-12-04T09:52:08","2016-12-04T08:38:32",202,null,null,5,null
T-1000097,tornado,"1907-04-09T14:30:39","1907-04-09T14:37:39","1907-04-09T14:14:16",155,null,null,3,null
T-1000098,tornado,"1958-09-07T16:56:03","1958-09-07T17:53:03","1958-09-07T15:51:35",115,null,null,2,null
T-1000099,tornado,"1905-06-30T22:11:30","1905-06-30T22:30:30","1905-06-30T21:59:16",278,null,null,5,null
T-1000100,tornado,"1922-02-04T20:28:31","1922-02-04T20:46:31","1922-02-04T20:21:33",85,null,null,0,null
T-1000101,tornado,"1983-10-29T19:26:37","1983-10-29T20:03:37","1983-10-29T18:01:53",199,null,null,4,null
T-1000102,tornado,"1942-05-01T08:53:05","1942-05-01T10:04:05","1942-05-01T08:19:05",153,null,null,3,null
T-1000103,tornado,"1929-08-17T16:59:46","1929-08-17T18:08:46","1929-08-17T16:50:43",174,null,null,4,null
T-1000104,tornado,"1870-06-20T00:09:02","1870-06-20T01:01:02","1870-06-19T23:55:17",144,null,null,3,null
T-1000105,tornado,"1985-10-16T08:53:15","1985-10-16T08:55:15","1985-10-16T07:25:09",190,null,null,4,null
T-1000106,tornado,"1906-10-11T01:55:47","1906-10-11T03:18:47","1906-10-11T01:44:59",153,null,null,3,null
T-1000107,tornado,"1876-11-05T08:44:28","1876-11-05T08:54:28","1876-11-05T08:36:26",298,null,null,5,null
T-1000108,tornado,"1912-07-05T09:54:26","1912-07-05T10:34:26","1912-07-05T08:30:34",144,null,null,3,null
T-1000109,tornado,"1926-11-02T17:34:07","1926-11-02T18:58:07","1926-11-02T17:02:05",140,null,null,3,null
T-1000110,tornado,"2004-02-10T22:01:42","2004-02-10T23:17:42","2004-02-10T20:56:13",75,null,null,0,null
T-1000111,tornado,"1992-01-17T10:51:11","1992-01-17T11:22:11","1992-01-17T10:33:12",96,null,null,1,null
T-1000112,tornado,"2000-05-01T23:47:32","2000-05-02T00:27:32","2000-05-01T23:14:34",113,null,null,2,null
T-1000113,tornado,"1941-01-15T16:29:21","1941-01-15T16:59:21","1941-01-15T16:03:17",136,null,null,3,null
T-1000114,tornado,"1955-09-15T06:25:08","1955-09-15T06:50:08","1955-09-15T05:23:48",297,null,null,5,null
T-1000115,tornado,"1976-12-24T23:00:55","1976-12-24T23:21:55","1976-12-24T22:18:17",144,null,null,3,null
T-1000116,tornado,"1938-07-20T02:28:39","1938-07-20T04:07:39","1938-07-20T01:58:47",172,null,null,4,null
T-1000117,tornado,"1971-02-15T16:46:10","1971-02-15T16:53:10","1971-02-15T16:17:54",110,null,null,1,null
T-1000118,tornado,"1997-12-03T10:11:29","1997-12-03T10:37:29","1997-12-03T09:40:55",148,null,null,3,null
T-1000119,tornado,"1996-08-01T20:33:02","1996-08-01T20:48:02","1996-08-01T19:41:32",186,null,null,4,null
T-1000120,tornado,"1944-11-12T05:24:34","1944-11-12T05:54:34","1944-11-12T05:18:23",75,null,null,0,null
T-1000121,tornado,"1915-09-17T19:26:42","1915-09-17T19:37:42","1915-09-17T18:25:39",120,null,null,2,null
T-1000122,tornado,"1967-12-23T05:29:11","1967-12-23T05:31:11","1967-12-23T04:01:53",171,null,null,4,null
T-1000123,tornado,"1982-12-19T22:58:17","1982-12-19T23:07:17","1982-12-19T22:25:24",78,null,null,0,null
T-1000124,tornado,"1909-03-17T23:39:41","1909-03-17T23:46:41","1909-03-17T23:16:16",206,null,null,5,null
T-1000125,tornado,"1972-03-28T08:05:34","1972-03-28T08:27:34","1972-03-28T06:39:51",233,null,null,5,null
T-1000126,tornado,"1871-09-09T15:19:20","1871-09-09T15:38:20","1871-09-09T14:36:06",82,null,null,0,null
T-1000127,tornado,"1985-03-16T14:04:46","1985-03-16T14:39:46","1985-03-16T12:39:02",78,null,null,0,null
T-1000128,tornado,"1920-04-16T23:01:04","1920-04-16T23:21:04","1920-04-16T22:32:18",83,null,null,0,null
T-1000129,tornado,"1978-12-12T07:53:15","1978-12-12T08:18:15","1978-12-12T06:38:46",67,null,null,0,null
T-1000130,tornado,"2001-04-26T01:48:54","2001-04-26T03:26:54","2001-04-26T01:43:50",217,null,null,5,null
T-1000131,tornado,"1962-04-21T21:39:46","1962-04-21T22:27:46","1962-04-21T21:11:15",94,null,null,1,null
T-1000132,tornado,"1925-08-06T22:24:30","1925-08-06T22:32:30","1925-08-06T21:55:58",188,null,null,4,null
T-1000133,tornado,"1918-03-15T07:47:36","1918-03-15T09:03:36","1918-03-15T07:25:40",164,null,null,3,null
T-1000134,tornado,"1920-11-21T14:16:56","1920-11-21T14:17:56","1920-11-21T13:31:58",190,null,null,4,null
T-1000135,tornado,"1962-10-31T23:37:27","1962-10-31T23:53:27","1962-10-31T22:15:07",74,null,null,0,null
T-1000136,tornado,"1886-09-28T19:07:58","1886-09-28T19:23:58","1886-09-28T18:56:50",276,null,null,5,null
T-1000137,tornado,"1918-04-09T20:11:16","1918-04-09T20:42:16","1918-04-09T19:58:24",261,null,null,5,null
T-1000138,tornado,"1958-05-28T06:16:12","1958-05-28T07:17:12","1958-05-28T05:56:43",270,null,null,5,null
T-1000139,tornado,"1963-02-11T05:22:46","1963-02-11T06:06:46","1963-02-11T04:27:30",147,null,null,3,null
T-1000140,tornado,"1947-05-12T20:48:28","1947-05-12T20:54:28","1947-05-12T19:29:12",199,null,null,4,null
T-1000141,tornado,"1933-09-03T19:31:08","1933-09-03T20:19:08","1933-09-03T18:14:28",187,null,null,4,null
T-1000142,tornado,"1907-09-08T21:35:40","1907-09-08T22:06:40","1907-09-08T20:10:43",158,null,null,3,null
T-1000143,tornado,"1945-06-13T08:38:23","1945-06-13T09:39:23","1945-06-13T08:06:16",114,null,null,2,null
T-1000144,tornado,"2000-04-01T01:44:31","2000-04-01T01:49:31","2000-04-01T00:27:15",190,null,null,4,null
T-1000145,tornado,"1916-09-24T12:27:20","1916-09-24T13:35:20","1916-09-24T11:40:37",130,null,null,2,null
T-1000146,tornado,"1952-02-15T15:57:32","1952-02-15T17:45:32","1952-02-15T15:45:32",204,null,null,5,null
T-1000147,tornado,"1890-05-19T05:04:42","1890-05-19T05:52:42","1890-05-19T04:49:13",100,null,null,1,null
T-1000148,tornado,"2011-05-07T19:23:37","2011-05-07T20:38:37","2011-05-07T17:58:48",125,null,null,2,null
T-1000149,tornado,"1966-08-24T08:43:11","1966-08-24T08:56:11","1966-08-24T08:03:03",73,null,null,0,null
T-1000150,tornado,"1903-09-15T05:05:25","1903-09-15T05:09:25","1903-09-15T04:57:07",155,null,null,3,null
T-1000151,tornado,"2002-06-26T19:05:15","2002-06-26T19:28:15","2002-06-26T18:40:28",191,null,null,4,null
T-1000152,tornado,"1904-11-19T12:51:31","1904-11-19T14:30:31","1904-11-19T11:56:17",73,null,null,0,null
T-1000153,tornado,"1917-06-30T02:18:23","1917-06-30T02:37:23","1917-06-30T00:56:21",153,null,null,3,null
T-1000154,tornado,"2018-06-27T20:07:09","2018-06-27T20:18:09","2018-06-27T19:50:19",121,null,null,2,null
T-1000155,tornado,"1981-03-06T16:00:49","1981-03-06T16:05:49","1981-03-06T15:01:31",191,null,null,4,null
T-1000156,tornado,"1928-11-17T15:04:06","1928-11-17T15:42:06","1928-11-17T14:29:39",90,null,null,1,null
T-1000157,tornado,"1977-04-22T18:04:03","1977-04-22T18:35:03","1977-04-22T17:28:27",212,null,null,5,null
T-1000158,tornado,"1933-11-17T23:56:10","1933-11-18T00:28:10","1933-11-17T22:31:41",163,null,null,3,null
T-1000159,tornado,"1912-12-13T12:34:46","1912-12-13T12:36:46","1912-12-13T11:45:44",207,null,null,5,null
T-1000160,tornado,"2017-05-13T13:42:51","2017-05-13T14:31:51","2017-05-13T13:09:50",131,null,null,2,null
T-1000161,tornado,"1912-08-17T08:42:29","1912-08-17T09:16:29","1912-08-17T08:25:58",80,null,null,0,null
T-1000162,tornado,"1935-12-30T11:21:24","1935-12-30T13:04:24","1935-12-30T10:41:09",78,null,null,0,null
T-1000163,tornado,"2005-03-08T04:56:12","2005-03-08T05:12:12","2005-03-08T03:34:17",287,null,null,5,null
T-1000164,tornado,"1944-07-09T12:41:46","1944-07-09T13:29:46","1944-07-09T12:33:11",107,null,null,1,null
T-1000165,tornado,"1878-01-03T16:20:34","1878-01-03T17:13:34","1878-01-03T15:06:59",155,null,null,3,null
T-1000166,tornado,"1971-09-23T22:01:25","1971-09-23T22:18:25","1971-09-23T21:11:43",170,null,null,4,null
T-1000167,tornado,"1965-12-04T20:30:24","1965-12-04T21:40:24","1965-12-04T19:22:19",274,null,null,5,null
T-1000168,tornado,"1957-08-03T02:20:01","1957-08-03T02:37:01","1957-08-03T01:38:35",107,null,null,1,null
T-1000169,tornado,"1903-04-02T19:11:44","1903-04-02T19:16:44","1903-04-02T19:00:15",177,null,null,4,null
T-1000170,tornado,"1942-01-26T19:38:18","1942-01-26T20:08:18","1942-01-26T18:15:56",161,null,null,3,null
T-1000171,tornado,"1961-03-28T04:22:48","1961-03-28T05:11:48","1961-03-28T03:35:13",238,null,null,5,null
T-1000172,tornado,"1889-03-10T15:05:21","1889-03-10T16:50:21","1889-03-10T13:35:26",122,null,null,2,null
T-1000173,tornado,"1870-04-14T05:28:54","1870-04-14T05:35:54","1870-04-14T05:02:11",93,null,null,1,null
T-1000174,tornado,"2013-11-02T06:27:51","2013-11-02T06:35:51","2013-11-02T05:07:58",162,null,null,3,null
T-1000175,tornado,"1888-02-22T04:40:02","1888-02-22T05:36:02","1888-02-22T03:11:38",191,null,null,4,null
T-1000176,tornado,"2007-10-04T00:28:05","2007-10-04T00:58:05","2007-10-03T23:24:57",71,null,null,0,null
T-1000177,tornado,"1975-03-20T20:58:26","1975-03-20T21:05:26","1975-03-20T19:50:46",107,null,null,1,null
T-1000178,tornado,"1920-03-31T04:31:02","1920-03-31T05:24:02","1920-03-31T03:58:07",105,null,null,1,null
T-1000179,tornado,"2000-10-20T13:37:45","2000-10-20T14:59:45","2000-10-20T12:42:24",128,null,null,2,null
T-1000180,tornado,"1925-04-18T05:51:24","1925-04-18T06:39:24","1925-04-18T05:25:50",155,null,null,3,null
T-1000181,tornado,"1882-05-17T10:18:42","1882-05-17T10:44:42","1882-05-17T09:06:18",259,null,null,5,null
T-1000182,tornado,"1878-11-29T07:48:17","1878-11-29T07:52:17","1878-11-29T07:19:52",172,null,null,4,null
T-1000183,tornado,"1972-10-02T07:31:13","1972-10-02T07:51:13","1972-10-02T06:58:46",138,null,null,3,null
T-1000184,tornado,"2014-10-28T07:25:33","2014-10-28T08:06:33","2014-10-28T06:00:54",187,null,null,4,null
T-1000185,tornado,"1881-08-21T00:54:12","1881-08-21T01:19:12","1881-08-21T00:32:02",185,null,null,4,null
T-1000186,tornado,"1901-12-06T00:27:32","1901-12-06T01:46:32","1901-12-05T23:53:16",84,null,null,0,null
T-1000187,tornado,"1933-03-31T23:08:15","1933-03-31T23:14:15","1933-03-31T22:07:50",88,null,null,1,null
T-1000188,tornado,"1898-12-26T15:22:18","1898-12-26T16:27:18","1898-12-26T13:56:25",146,null,null,3,null
T-1000189,tornado,"1944-06-09T23:03:09","1944-06-09T23:14:09","1944-06-09T22:10:29",100,null,null,1,null
T-1000190,tornado,"1937-01-26T04:36:29","1937-01-26T05:39:29","1937-01-26T04:25:28",214,null,null,5,null
T-1000191,tornado,"1915-01-29T12:29:32","1915-01-29T12:36:32","1915-01-29T11:49:29",188,null,null,4,null
T-1000192,tornado,"1869-04-10T07:46:13","1869-04-10T09:03:13","1869-04-10T06:51:47",199,null,null,4,null
T-1000193,tornado,"1947-02-05T03:04:16","1947-02-05T04:01:16","1947-02-05T02:43:42",78,null,null,0,null
T-1000194,tornado,"1884-02-18T05:37:31","1884-02-18T06:05:31","1884-02-18T04:38:16",295,null,null,5,null
T-1000195,tornado,"1887-02-26T08:32:08","1887-02-26T09:30:08","1887-02-26T07:51:08",194,null,null,4,null
T-1000196,tornado,"1952-08-18T21:38:45","1952-08-18T22:30:45","1952-08-18T20:20:17",70,null,null,0,null
T-1000197,tornado,"1905-09-30T15:02:16","1905-09-30T15:21:16","1905-09-30T14:23:32",100,null,null,1,null
T-1000198,tornado,"1917-02-19T06:18:57","1917-02-19T07:31:57","1917-02-19T05:12:54",194,null,null,4,null
T-1000199,tornado,"2002-05-24T21:11:09","2002-05-24T22:32:09","2002-05-24T20:30:05",284,null,null,5,null
T-1000200,tornado,"1943-02-14T17:43:35","1943-02-14T17:52:35","1943-02-14T17:16:36",165,null,null,3,null
T-1000201,tornado,"2015-06-02T17:19:56","2015-06-02T18:03:56","2015-06-02T16:28:58",90,null,null,1,null
T-1000202,tornado,"1991-06-25T18:05:33","1991-06-25T18:40:33","1991-06-25T16:38:16",78,null,null,0,null
T-1000203,tornado,"1966-05-25T11:02:47","1966-05-25T11:37:47","1966-05-25T10:40:30",79,null,null,0,null
T-1000204,tornado,"1947-06-02T03:04:25","1947-06-02T03:49:25","1947-06-02T02:56:10",144,null,null,3,null
T-1000205,tornado,"1865-06-08T04:39:11","1865-06-08T06:16:11","1865-06-08T04:08:45",129,null,null,2,null
T-1000206,tornado,"1973-06-24T23:27:44","1973-06-24T23:36:44","1973-06-24T23:15:12",108,null,null,1,null
T-1000207,tornado,"1977-02-20T21:23:47","1977-02-20T21:31:47","1977-02-20T20:32:39",145,null,null,3,null
T-1000208,tornado,"1896-03-11T07:06:49","1896-03-11T08:37:49","1896-03-11T05:58:47",111,null,null,2,null
T-1000209,tornado,"1954-03-27T04:50:53","1954-03-27T05:24:53","1954-03-27T03:25:24",283,null,null,5,null
T-1000210,tornado,"1972-09-15T06:18:54","1972-09-15T07:00:54","1972-09-15T05:30:36",110,null,null,1,null
T-1000211,tornado,"1964-05-27T07:29:10","1964-05-27T07:33:10","1964-05-27T06:18:04",232,null,null,5,null
T-1000212,tornado,"1904-11-28T04:31:55","1904-11-28T04:51:55","1904-11-28T03:12:09",164,null,null,3,null
T-1000213,tornado,"1906-05-09T15:48:59","1906-05-09T16:25:59","1906-05-09T15:13:28",79,null,null,0,null
T-1000214,tornado,"1886-02-09T23:51:55","1886-02-10T00:02:55","1886-02-09T22:38:31",77,null,null,0,null
T-1000215,tornado,"1874-01-04T06:08:18","1874-01-04T06:55:18","1874-01-04T05:16:54",164,null,null,3,null
T-1000216,tornado,"1990-12-21T19:32:27","1990-12-21T20:16:27","1990-12-21T18:50:35",102,null,null,1,null
T-1000217,tornado,"2016-05-25T22:19:59","2016-05-25T23:50:59","2016-05-25T21:58:15",171,null,null,4,null
