campaign_ID,item_ID,quantity
RC-1100213,RI-0000002C,23
RC-1100213,RI-0000026D,5
RC-1100213,RI-0000005D,2
RC-1100213,RI-0000006D,14
RC-1100214,RI-0000055J,4
RC-1100214,RI-0000056J,1
RC-1100214,RI-0000058J,26
RC-1100214,RI-0000004C,10
RC-1100214,RI-0000002C,20
RC-1100214,RI-0000000A,18
RC-1100214,RI-0000001B,28
RC-1100215,RI-0000024H,2
RC-1100215,RI-0000025H,25
RC-1100215,RI-0000057J,6
RC-1100215,RI-0000053J,22
RC-1100215,RI-0000054J,2
RC-1100215,RI-0000060J,8
RC-1100215,RI-0000056J,12
RC-1100215,RI-0000055J,17
RC-1100215,RI-0000058J,2
RC-1100215,RI-0000059J,30
RC-1100215,RI-0000052J,9
RC-1100215,RI-0000020G,12
RC-1100215,RI-0000019G,15
RC-1100215,RI-0000022G,23
RC-1100215,RI-0000031I,23
RC-1100215,RI-0000047I,1
RC-1100215,RI-0000038I,9
RC-1100215,RI-0000048I,17
RC-1100215,RI-0000032I,11
RC-1100215,RI-0000037I,6
RC-1100215,RI-0000045I,20
RC-1100215,RI-0000040I,14
RC-1100215,RI-0000029I,15
RC-1100215,RI-0000004C,16
RC-1100215,RI-0000002C,17
RC-1100215,RI-0000003C,24
RC-1100215,RI-0000015E,9
RC-1100215,RI-0000001B,5
RC-1100215,RI-0000006D,11
RC-1100215,RI-0000026D,29
RC-1100216,RI-0000007E,14
RC-1100216,RI-0000018E,16
RC-1100216,RI-0000015E,7
RC-1100216,RI-0000012E,2
RC-1100216,RI-0000017E,24
RC-1100216,RI-0000014E,30
RC-1100216,RI-0000013E,6
RC-1100216,RI-0000037I,4
RC-1100216,RI-0000043I,28
RC-1100216,RI-0000050I,12
RC-1100216,RI-0000046I,28
RC-1100216,RI-0000027I,28
RC-1100216,RI-0000036I,13
RC-1100216,RI-0000040I,1
RC-1100216,RI-0000031I,22
RC-1100216,RI-0000042I,23
RC-1100216,RI-0000035I,27
RC-1100216,RI-0000047I,10
RC-1100216,RI-0000006D,15
RC-1100216,RI-0000026D,25
RC-1100216,RI-0000005D,8
RC-1100216,RI-0000009F,6
RC-1100216,RI-0000011F,28
RC-1100216,RI-0000008F,15
RC-1100216,RI-0000010F,23
RC-1100216,RI-0000004C,14
RC-1100216,RI-0000000A,19
RC-1100216,RI-0000023G,26
RC-1100216,RI-0000021G,24
RC-1100216,RI-0000020G,29
RC-1100216,RI-0000022G,26
RC-1100217,RI-0000020G,20
RC-1100217,RI-0000023G,6
RC-1100217,RI-0000019G,8
RC-1100217,RI-0000022G,11
RC-1100217,RI-0000055J,22
RC-1100217,RI-0000059J,6
RC-1100217,RI-0000054J,14
RC-1100217,RI-0000052J,7
RC-1100217,RI-0000053J,25
RC-1100217,RI-0000057J,19
RC-1100217,RI-0000056J,7
RC-1100217,RI-0000049I,11
RC-1100217,RI-0000039I,16
RC-1100217,RI-0000048I,29
RC-1100217,RI-0000034I,19
RC-1100217,RI-0000033I,20
RC-1100217,RI-0000047I,15
RC-1100217,RI-0000032I,1
RC-1100217,RI-0000041I,3
RC-1100217,RI-0000037I,9
RC-1100217,RI-0000008F,2
RC-1100217,RI-0000009F,27
RC-1100217,RI-0000002C,8
RC-1100217,RI-0000004C,25
RC-1100217,RI-0000003C,12
RC-1100218,RI-0000024H,2
RC-1100218,RI-0000010F,3
RC-1100218,RI-0000008F,12
RC-1100218,RI-0000009F,25
RC-1100218,RI-0000002C,29
RC-1100218,RI-0000056J,30
RC-1100218,RI-0000057J,1
RC-1100218,RI-0000060J,5
RC-1100218,RI-0000055J,28
RC-1100219,RI-0000000A,25
RC-1100219,RI-0000003C,11
RC-1100219,RI-0000010F,28
RC-1100219,RI-0000011F,22
RC-1100219,RI-0000001B,8
RC-1100219,RI-0000056J,3
RC-1100219,RI-0000054J,15
RC-1100219,RI-0000053J,26
RC-1100219,RI-0000055J,7
RC-1100219,RI-0000052J,18
RC-1100219,RI-0000059J,7
RC-1100219,RI-0000058J,27
RC-1100219,RI-0000057J,30
RC-1100219,RI-0000060J,21
RC-1100220,RI-0000006D,7
RC-1100220,RI-0000005D,8
RC-1100221,RI-0000029I,4
RC-1100221,RI-0000027I,29
RC-1100221,RI-0000045I,1
RC-1100221,RI-0000048I,20
RC-1100221,RI-0000050I,21
RC-1100221,RI-0000039I,23
RC-1100221,RI-0000028I,9
RC-1100221,RI-0000038I,15
RC-1100221,RI-0000034I,13
RC-1100221,RI-0000032I,27
RC-1100221,RI-0000046I,7
RC-1100221,RI-0000030I,14
RC-1100221,RI-0000049I,10
RC-1100221,RI-0000051I,21
RC-1100221,RI-0000040I,25
RC-1100221,RI-0000031I,13
RC-1100221,RI-0000043I,29
RC-1100221,RI-0000035I,25
RC-1100221,RI-0000036I,15
RC-1100221,RI-0000042I,29
RC-1100221,RI-0000001B,11
RC-1100221,RI-0000010F,20
RC-1100221,RI-0000009F,20
RC-1100221,RI-0000008F,22
RC-1100221,RI-0000004C,6
RC-1100221,RI-0000002C,15
RC-1100221,RI-0000003C,2
RC-1100221,RI-0000055J,21
RC-1100221,RI-0000058J,17
RC-1100221,RI-0000054J,28
RC-1100221,RI-0000059J,2
RC-1100221,RI-0000052J,20
RC-1100221,RI-0000000A,14
RC-1100221,RI-0000026D,13
RC-1100221,RI-0000005D,2
RC-1100221,RI-0000023G,23
RC-1100221,RI-0000022G,2
RC-1100221,RI-0000019G,13
RC-1100221,RI-0000021G,18
RC-1100221,RI-0000020G,18
RC-1100221,RI-0000025H,12
RC-1100221,RI-0000024H,13
RC-1100222,RI-0000009F,19
RC-1100222,RI-0000011F,23
RC-1100222,RI-0000008F,27
RC-1100222,RI-0000010F,20
RC-1100222,RI-0000031I,26
RC-1100222,RI-0000027I,1
RC-1100222,RI-0000005D,18
RC-1100222,RI-0000026D,27
RC-1100222,RI-0000006D,3
RC-1100222,RI-0000023G,19
RC-1100222,RI-0000021G,25
RC-1100222,RI-0000001B,7
RC-1100222,RI-0000052J,5
RC-1100222,RI-0000060J,20
RC-1100222,RI-0000018E,25
RC-1100222,RI-0000024H,30
RC-1100222,RI-0000025H,14
RC-1100222,RI-0000003C,2
RC-1100222,RI-0000000A,24
RC-1100223,RI-0000000A,30
RC-1100223,RI-0000058J,11
RC-1100223,RI-0000057J,30
RC-1100223,RI-0000052J,22
RC-1100223,RI-0000055J,10
RC-1100223,RI-0000056J,21
RC-1100223,RI-0000054J,13
RC-1100223,RI-0000060J,9
RC-1100223,RI-0000059J,28
RC-1100223,RI-0000053J,5
RC-1100223,RI-0000008F,25
RC-1100223,RI-0000015E,30
RC-1100223,RI-0000014E,27
RC-1100223,RI-0000007E,25
RC-1100223,RI-0000012E,16
RC-1100223,RI-0000026D,23
RC-1100223,RI-0000024H,1
RC-1100223,RI-0000034I,24
RC-1100223,RI-0000035I,10
RC-1100223,RI-0000036I,29
RC-1100223,RI-0000050I,27
RC-1100223,RI-0000044I,21
RC-1100223,RI-0000043I,6
RC-1100223,RI-0000027I,8
RC-1100223,RI-0000048I,26
RC-1100223,RI-0000040I,9
RC-1100223,RI-0000041I,4
RC-1100223,RI-0000028I,5
RC-1100223,RI-0000031I,18
RC-1100223,RI-0000037I,21
RC-1100223,RI-0000038I,20
RC-1100223,RI-0000042I,7
RC-1100223,RI-0000033I,13
RC-1100223,RI-0000029I,9
RC-1100223,RI-0000030I,29
RC-1100223,RI-0000046I,18
RC-1100223,RI-0000051I,5
RC-1100223,RI-0000045I,12
RC-1100223,RI-0000047I,25
RC-1100223,RI-0000001B,4
RC-1100224,RI-0000011F,6
RC-1100224,RI-0000000A,10
RC-1100224,RI-0000015E,14
RC-1100224,RI-0000018E,3
RC-1100224,RI-0000013E,23
RC-1100224,RI-0000026D,4
RC-1100224,RI-0000005D,20
RC-1100224,RI-0000055J,21
RC-1100224,RI-0000060J,17
RC-1100224,RI-0000058J,3
RC-1100225,RI-0000017E,3
RC-1100225,RI-0000014E,19
RC-1100225,RI-0000015E,29
RC-1100225,RI-0000007E,30
RC-1100225,RI-0000018E,20
RC-1100225,RI-0000016E,9
RC-1100225,RI-0000013E,18
RC-1100226,RI-0000001B,20
RC-1100226,RI-0000050I,1
RC-1100226,RI-0000033I,11
RC-1100226,RI-0000044I,7
RC-1100226,RI-0000030I,19
RC-1100226,RI-0000031I,17
RC-1100226,RI-0000045I,6
RC-1100226,RI-0000040I,8
RC-1100226,RI-0000046I,20
RC-1100226,RI-0000041I,11
RC-1100226,RI-0000037I,24
RC-1100226,RI-0000029I,29
RC-1100226,RI-0000038I,11
RC-1100226,RI-0000049I,9
RC-1100226,RI-0000032I,22
RC-1100226,RI-0000035I,15
RC-1100226,RI-0000034I,4
RC-1100226,RI-0000042I,2
RC-1100226,RI-0000043I,21
RC-1100226,RI-0000024H,12
RC-1100226,RI-0000025H,27
RC-1100226,RI-0000015E,7
RC-1100226,RI-0000012E,8
RC-1100226,RI-0000022G,3
RC-1100226,RI-0000021G,18
RC-1100226,RI-0000019G,4
RC-1100226,RI-0000000A,30
RC-1100226,RI-0000002C,27
RC-1100226,RI-0000010F,22
RC-1100226,RI-0000008F,7
RC-1100226,RI-0000011F,1
RC-1100226,RI-0000009F,29
RC-1100227,RI-0000053J,10
RC-1100227,RI-0000056J,1
RC-1100227,RI-0000059J,21
RC-1100227,RI-0000054J,24
RC-1100227,RI-0000052J,2
RC-1100227,RI-0000058J,7
RC-1100227,RI-0000060J,1
RC-1100227,RI-0000049I,10
RC-1100227,RI-0000031I,16
RC-1100227,RI-0000028I,17
RC-1100227,RI-0000043I,15
RC-1100227,RI-0000046I,26
RC-1100227,RI-0000042I,28
RC-1100227,RI-0000035I,24
RC-1100227,RI-0000022G,30
RC-1100227,RI-0000019G,16
RC-1100227,RI-0000021G,6
RC-1100227,RI-0000020G,19
RC-1100227,RI-0000023G,16
RC-1100227,RI-0000006D,1
RC-1100228,RI-0000059J,18
RC-1100228,RI-0000056J,19
RC-1100228,RI-0000060J,17
RC-1100228,RI-0000058J,15
RC-1100228,RI-0000007E,29
RC-1100228,RI-0000018E,14
RC-1100228,RI-0000017E,1
RC-1100228,RI-0000022G,18
RC-1100228,RI-0000023G,13
RC-1100228,RI-0000020G,18
RC-1100228,RI-0000006D,17
RC-1100228,RI-0000026D,25
RC-1100228,RI-0000000A,30
RC-1100229,RI-0000057J,24
RC-1100229,RI-0000054J,14
RC-1100229,RI-0000052J,20
RC-1100229,RI-0000053J,1
RC-1100229,RI-0000059J,22
RC-1100229,RI-0000060J,22
RC-1100229,RI-0000021G,23
RC-1100229,RI-0000022G,29
RC-1100229,RI-0000020G,13
RC-1100229,RI-0000000A,20
RC-1100229,RI-0000005D,7
RC-1100229,RI-0000006D,4
RC-1100229,RI-0000009F,13
RC-1100229,RI-0000011F,17
RC-1100229,RI-0000001B,28
RC-1100229,RI-0000002C,1
RC-1100229,RI-0000003C,18
RC-1100229,RI-0000004C,17
RC-1100229,RI-0000036I,22
RC-1100229,RI-0000048I,18
RC-1100229,RI-0000046I,17
RC-1100229,RI-0000037I,19
RC-1100229,RI-0000040I,22
RC-1100229,RI-0000043I,21
RC-1100229,RI-0000039I,15
RC-1100229,RI-0000029I,9
RC-1100229,RI-0000034I,27
RC-1100229,RI-0000027I,7
RC-1100229,RI-0000044I,22
RC-1100229,RI-0000033I,18
RC-1100229,RI-0000047I,6
RC-1100229,RI-0000045I,30
RC-1100229,RI-0000041I,5
RC-1100229,RI-0000050I,7
RC-1100229,RI-0000032I,3
RC-1100229,RI-0000035I,29
RC-1100229,RI-0000030I,7
RC-1100229,RI-0000028I,13
RC-1100229,RI-0000013E,7
RC-1100229,RI-0000024H,2
RC-1100230,RI-0000000A,21
RC-1100230,RI-0000040I,16
RC-1100230,RI-0000024H,21
RC-1100230,RI-0000009F,10
RC-1100230,RI-0000011F,24
RC-1100230,RI-0000010F,15
RC-1100230,RI-0000023G,24
RC-1100230,RI-0000021G,26
RC-1100230,RI-0000019G,15
RC-1100230,RI-0000020G,7
RC-1100231,RI-0000001B,11
RC-1100231,RI-0000047I,30
RC-1100231,RI-0000044I,19
RC-1100231,RI-0000036I,10
RC-1100231,RI-0000032I,22
RC-1100231,RI-0000029I,20
RC-1100231,RI-0000046I,2
RC-1100231,RI-0000042I,17
RC-1100231,RI-0000034I,30
RC-1100231,RI-0000043I,24
RC-1100231,RI-0000051I,21
RC-1100231,RI-0000038I,11
RC-1100231,RI-0000030I,26
RC-1100231,RI-0000048I,10
RC-1100231,RI-0000028I,28
RC-1100231,RI-0000000A,2
RC-1100231,RI-0000016E,26
RC-1100231,RI-0000015E,28
RC-1100231,RI-0000012E,26
RC-1100231,RI-0000013E,6
RC-1100231,RI-0000017E,1
RC-1100231,RI-0000007E,1
RC-1100231,RI-0000019G,20
RC-1100232,RI-0000002C,9
RC-1100232,RI-0000003C,12
RC-1100232,RI-0000004C,21
RC-1100232,RI-0000026D,15
RC-1100232,RI-0000030I,16
RC-1100232,RI-0000033I,21
RC-1100232,RI-0000051I,8
RC-1100232,RI-0000040I,21
RC-1100232,RI-0000048I,1
RC-1100232,RI-0000043I,17
RC-1100232,RI-0000035I,19
RC-1100232,RI-0000034I,12
RC-1100232,RI-0000031I,26
RC-1100232,RI-0000028I,13
RC-1100232,RI-0000032I,16
RC-1100232,RI-0000042I,2
RC-1100232,RI-0000029I,11
RC-1100232,RI-0000038I,12
RC-1100232,RI-0000045I,30
RC-1100232,RI-0000027I,20
RC-1100232,RI-0000046I,24
RC-1100232,RI-0000037I,28
RC-1100232,RI-0000050I,16
RC-1100232,RI-0000047I,12
RC-1100232,RI-0000041I,28
RC-1100232,RI-0000024H,21
RC-1100233,RI-0000013E,30
RC-1100233,RI-0000018E,24
RC-1100233,RI-0000012E,4
RC-1100233,RI-0000014E,26
RC-1100233,RI-0000015E,10
RC-1100233,RI-0000007E,30
RC-1100233,RI-0000016E,21
RC-1100233,RI-0000010F,28
RC-1100233,RI-0000009F,19
RC-1100233,RI-0000023G,18
RC-1100233,RI-0000027I,2
RC-1100233,RI-0000039I,13
RC-1100233,RI-0000048I,16
RC-1100233,RI-0000029I,25
RC-1100233,RI-0000034I,16
RC-1100233,RI-0000049I,22
RC-1100233,RI-0000056J,30
RC-1100233,RI-0000059J,1
RC-1100233,RI-0000001B,23
RC-1100233,RI-0000000A,7
RC-1100233,RI-0000005D,15
RC-1100233,RI-0000006D,9
RC-1100233,RI-0000026D,3
RC-1100233,RI-0000025H,2
RC-1100233,RI-0000024H,5
RC-1100233,RI-0000002C,29
RC-1100233,RI-0000004C,10
RC-1100233,RI-0000003C,16
RC-1100234,RI-0000018E,6
RC-1100234,RI-0000007E,28
RC-1100234,RI-0000017E,13
RC-1100234,RI-0000022G,26
RC-1100234,RI-0000055J,16
RC-1100234,RI-0000056J,22
RC-1100235,RI-0000001B,4
RC-1100235,RI-0000056J,1
RC-1100235,RI-0000060J,10
RC-1100235,RI-0000059J,11
RC-1100235,RI-0000052J,25
RC-1100235,RI-0000058J,4
RC-1100235,RI-0000055J,26
RC-1100235,RI-0000053J,12
RC-1100235,RI-0000057J,7
RC-1100235,RI-0000023G,28
RC-1100235,RI-0000021G,25
RC-1100235,RI-0000022G,15
RC-1100235,RI-0000020G,7
RC-1100235,RI-0000017E,3
RC-1100235,RI-0000013E,4
RC-1100235,RI-0000012E,5
RC-1100235,RI-0000007E,28
RC-1100235,RI-0000015E,7
RC-1100235,RI-0000018E,9
RC-1100235,RI-0000016E,16
RC-1100235,RI-0000025H,19
RC-1100235,RI-0000024H,26
RC-1100236,RI-0000025H,25
RC-1100236,RI-0000000A,24
RC-1100236,RI-0000001B,14
RC-1100236,RI-0000036I,14
RC-1100236,RI-0000032I,7
RC-1100236,RI-0000047I,12
RC-1100236,RI-0000051I,16
RC-1100236,RI-0000042I,7
RC-1100236,RI-0000035I,23
RC-1100236,RI-0000050I,19
RC-1100236,RI-0000040I,11
RC-1100236,RI-0000045I,1
RC-1100236,RI-0000044I,10
RC-1100236,RI-0000027I,17
RC-1100236,RI-0000048I,7
RC-1100236,RI-0000049I,28
RC-1100236,RI-0000028I,8
RC-1100236,RI-0000033I,1
RC-1100236,RI-0000041I,16
RC-1100236,RI-0000029I,18
RC-1100236,RI-0000038I,16
RC-1100236,RI-0000046I,9
RC-1100236,RI-0000030I,27
RC-1100236,RI-0000039I,22
RC-1100236,RI-0000034I,3
RC-1100236,RI-0000026D,27
RC-1100236,RI-0000006D,4
RC-1100237,RI-0000000A,24
RC-1100237,RI-0000001B,30
RC-1100237,RI-0000002C,10
RC-1100237,RI-0000004C,24
RC-1100237,RI-0000003C,27
RC-1100237,RI-0000007E,2
RC-1100237,RI-0000015E,3
RC-1100238,RI-0000034I,25
RC-1100238,RI-0000031I,20
RC-1100238,RI-0000051I,6
RC-1100238,RI-0000033I,14
RC-1100238,RI-0000028I,10
RC-1100238,RI-0000048I,7
RC-1100238,RI-0000039I,4
RC-1100238,RI-0000030I,3
RC-1100238,RI-0000046I,18
RC-1100238,RI-0000036I,22
RC-1100238,RI-0000042I,4
RC-1100238,RI-0000038I,18
RC-1100238,RI-0000029I,1
RC-1100238,RI-0000050I,20
RC-1100238,RI-0000035I,14
RC-1100238,RI-0000040I,27
RC-1100238,RI-0000047I,24
RC-1100238,RI-0000006D,9
RC-1100238,RI-0000004C,13
RC-1100238,RI-0000003C,6
RC-1100238,RI-0000002C,17
RC-1100238,RI-0000009F,9
RC-1100238,RI-0000000A,4
RC-1100238,RI-0000001B,10
RC-1100239,RI-0000007E,27
RC-1100239,RI-0000012E,5
RC-1100239,RI-0000014E,19
RC-1100239,RI-0000017E,11
RC-1100239,RI-0000015E,15
RC-1100239,RI-0000016E,18
RC-1100239,RI-0000055J,12
RC-1100239,RI-0000053J,20
RC-1100239,RI-0000059J,8
RC-1100239,RI-0000057J,4
RC-1100239,RI-0000008F,14
RC-1100239,RI-0000011F,17
RC-1100239,RI-0000000A,28
RC-1100239,RI-0000001B,30
RC-1100239,RI-0000005D,11
RC-1100239,RI-0000006D,22
RC-1100239,RI-0000026D,11
RC-1100239,RI-0000035I,13
RC-1100239,RI-0000050I,9
RC-1100239,RI-0000029I,14
RC-1100239,RI-0000032I,12
RC-1100239,RI-0000031I,19
RC-1100239,RI-0000037I,14
RC-1100239,RI-0000051I,22
RC-1100239,RI-0000036I,2
RC-1100239,RI-0000033I,11
RC-1100239,RI-0000030I,17
RC-1100239,RI-0000044I,14
RC-1100239,RI-0000040I,11
RC-1100239,RI-0000045I,6
RC-1100239,RI-0000019G,16
RC-1100239,RI-0000023G,15
RC-1100239,RI-0000022G,7
RC-1100240,RI-0000058J,4
RC-1100240,RI-0000060J,30
RC-1100240,RI-0000057J,30
RC-1100240,RI-0000008F,24
RC-1100240,RI-0000019G,17
RC-1100240,RI-0000022G,14
RC-1100240,RI-0000021G,21
RC-1100240,RI-0000020G,21
RC-1100240,RI-0000023G,9
RC-1100241,RI-0000000A,1
RC-1100241,RI-0000001B,1
RC-1100241,RI-0000016E,7
RC-1100241,RI-0000013E,8
RC-1100241,RI-0000014E,12
RC-1100241,RI-0000017E,9
RC-1100241,RI-0000015E,5
RC-1100241,RI-0000007E,1
RC-1100241,RI-0000012E,5
RC-1100241,RI-0000018E,10
RC-1100241,RI-0000021G,14
RC-1100241,RI-0000023G,5
RC-1100241,RI-0000020G,16
RC-1100241,RI-0000019G,17
RC-1100241,RI-0000057J,21
RC-1100241,RI-0000052J,3
RC-1100241,RI-0000053J,4
RC-1100241,RI-0000060J,8
RC-1100241,RI-0000059J,15
RC-1100242,RI-0000021G,18
RC-1100242,RI-0000019G,17
RC-1100242,RI-0000034I,26
RC-1100242,RI-0000041I,13
RC-1100242,RI-0000027I,23
RC-1100242,RI-0000043I,15
RC-1100242,RI-0000033I,27
RC-1100242,RI-0000058J,22
RC-1100242,RI-0000000A,2
RC-1100242,RI-0000002C,5
RC-1100242,RI-0000003C,26
RC-1100242,RI-0000004C,12
RC-1100242,RI-0000024H,8
RC-1100242,RI-0000025H,16
RC-1100242,RI-0000026D,1
RC-1100242,RI-0000006D,12
RC-1100242,RI-0000001B,13
RC-1100243,RI-0000019G,13
RC-1100243,RI-0000021G,21
RC-1100243,RI-0000005D,27
RC-1100243,RI-0000026D,11
RC-1100243,RI-0000024H,10
RC-1100243,RI-0000056J,8
RC-1100243,RI-0000059J,1
RC-1100243,RI-0000053J,22
RC-1100243,RI-0000052J,23
RC-1100243,RI-0000050I,26
RC-1100243,RI-0000034I,12
RC-1100243,RI-0000027I,24
RC-1100243,RI-0000049I,12
RC-1100243,RI-0000047I,30
RC-1100243,RI-0000038I,5
RC-1100243,RI-0000033I,24
RC-1100243,RI-0000042I,25
RC-1100243,RI-0000037I,24
RC-1100243,RI-0000036I,30
RC-1100243,RI-0000039I,8
RC-1100243,RI-0000046I,2
RC-1100243,RI-0000032I,27
RC-1100243,RI-0000040I,13
RC-1100243,RI-0000048I,24
RC-1100243,RI-0000045I,22
RC-1100243,RI-0000029I,19
RC-1100243,RI-0000035I,25
RC-1100244,RI-0000001B,12
RC-1100244,RI-0000003C,25
RC-1100244,RI-0000002C,11
RC-1100244,RI-0000021G,12
RC-1100244,RI-0000033I,5
RC-1100244,RI-0000032I,12
RC-1100244,RI-0000028I,24
RC-1100244,RI-0000037I,10
RC-1100244,RI-0000049I,5
RC-1100244,RI-0000039I,17
RC-1100244,RI-0000027I,17
RC-1100244,RI-0000044I,19
RC-1100244,RI-0000043I,26
RC-1100244,RI-0000035I,4
RC-1100244,RI-0000050I,25
RC-1100244,RI-0000051I,20
RC-1100244,RI-0000048I,13
RC-1100244,RI-0000040I,5
RC-1100244,RI-0000029I,4
RC-1100244,RI-0000046I,22
RC-1100244,RI-0000042I,28
RC-1100244,RI-0000031I,6
RC-1100244,RI-0000034I,30
RC-1100244,RI-0000030I,6
RC-1100244,RI-0000059J,15
RC-1100244,RI-0000057J,14
RC-1100244,RI-0000055J,22
RC-1100244,RI-0000053J,17
RC-1100244,RI-0000052J,28
RC-1100244,RI-0000056J,14
RC-1100244,RI-0000054J,9
RC-1100244,RI-0000009F,8
RC-1100244,RI-0000011F,21
RC-1100244,RI-0000026D,24
RC-1100244,RI-0000013E,28
RC-1100244,RI-0000007E,1
RC-1100244,RI-0000014E,9
RC-1100244,RI-0000012E,2
RC-1100244,RI-0000016E,9
RC-1100244,RI-0000018E,4
RC-1100244,RI-0000017E,23
RC-1100244,RI-0000024H,8
RC-1100244,RI-0000025H,14
RC-1100245,RI-0000004C,14
RC-1100245,RI-0000002C,26
RC-1100245,RI-0000006D,29
RC-1100245,RI-0000005D,6
RC-1100246,RI-0000007E,18
RC-1100246,RI-0000055J,18
RC-1100246,RI-0000052J,14
RC-1100246,RI-0000054J,9
RC-1100246,RI-0000047I,20
RC-1100246,RI-0000046I,23
RC-1100246,RI-0000027I,5
RC-1100246,RI-0000045I,9
RC-1100246,RI-0000024H,9
RC-1100246,RI-0000001B,14
RC-1100246,RI-0000020G,26
RC-1100246,RI-0000021G,8
RC-1100246,RI-0000023G,9
RC-1100246,RI-0000019G,27
RC-1100247,RI-0000000A,17
RC-1100247,RI-0000005D,18
RC-1100247,RI-0000026D,18
RC-1100247,RI-0000003C,3
RC-1100247,RI-0000021G,21
RC-1100247,RI-0000020G,20
RC-1100247,RI-0000019G,8
RC-1100247,RI-0000016E,9
RC-1100247,RI-0000017E,22
RC-1100247,RI-0000014E,18
RC-1100247,RI-0000012E,21
RC-1100247,RI-0000018E,25
RC-1100247,RI-0000025H,15
RC-1100248,RI-0000000A,11
RC-1100248,RI-0000022G,2
RC-1100248,RI-0000020G,16
RC-1100248,RI-0000027I,6
RC-1100248,RI-0000035I,8
RC-1100248,RI-0000050I,22
RC-1100248,RI-0000042I,7
RC-1100248,RI-0000039I,23
RC-1100248,RI-0000051I,12
RC-1100248,RI-0000004C,12
RC-1100248,RI-0000001B,9
RC-1100248,RI-0000056J,1
RC-1100248,RI-0000052J,14
RC-1100248,RI-0000059J,10
RC-1100249,RI-0000005D,30
RC-1100249,RI-0000026D,28
RC-1100249,RI-0000006D,22
RC-1100249,RI-0000000A,13
RC-1100249,RI-0000053J,8
RC-1100249,RI-0000057J,8
RC-1100249,RI-0000055J,9
RC-1100249,RI-0000059J,30
RC-1100249,RI-0000054J,3
RC-1100249,RI-0000052J,16
RC-1100249,RI-0000058J,6
RC-1100249,RI-0000001B,21
RC-1100249,RI-0000020G,11
RC-1100249,RI-0000022G,14
RC-1100249,RI-0000021G,17
RC-1100249,RI-0000019G,18
RC-1100250,RI-0000003C,8
RC-1100251,RI-0000001B,24
RC-1100251,RI-0000046I,9
RC-1100251,RI-0000036I,7
RC-1100251,RI-0000035I,26
RC-1100251,RI-0000050I,4
RC-1100251,RI-0000045I,18
RC-1100251,RI-0000039I,9
RC-1100251,RI-0000034I,25
RC-1100251,RI-0000041I,23
RC-1100251,RI-0000031I,27
RC-1100251,RI-0000029I,11
RC-1100251,RI-0000030I,20
RC-1100251,RI-0000024H,28
RC-1100251,RI-0000002C,19
RC-1100251,RI-0000003C,22
RC-1100251,RI-0000004C,23
RC-1100251,RI-0000006D,9
RC-1100251,RI-0000009F,14
RC-1100251,RI-0000011F,22
RC-1100251,RI-0000010F,29
RC-1100251,RI-0000008F,15
RC-1100251,RI-0000007E,26
RC-1100252,RI-0000012E,7
RC-1100252,RI-0000013E,5
RC-1100252,RI-0000014E,17
RC-1100252,RI-0000016E,7
RC-1100252,RI-0000018E,19
RC-1100252,RI-0000009F,18
RC-1100252,RI-0000001B,5
RC-1100252,RI-0000000A,4
RC-1100252,RI-0000024H,25
RC-1100252,RI-0000025H,15
RC-1100253,RI-0000006D,28
RC-1100253,RI-0000005D,3
RC-1100253,RI-0000046I,6
RC-1100253,RI-0000029I,16
RC-1100253,RI-0000048I,24
RC-1100253,RI-0000039I,7
RC-1100253,RI-0000041I,10
RC-1100253,RI-0000004C,17
RC-1100253,RI-0000002C,6
RC-1100253,RI-0000003C,5
RC-1100253,RI-0000009F,1
RC-1100253,RI-0000000A,17
RC-1100253,RI-0000001B,19
RC-1100253,RI-0000007E,28
RC-1100253,RI-0000015E,21
RC-1100253,RI-0000013E,19
RC-1100253,RI-0000018E,12
RC-1100253,RI-0000016E,28
RC-1100253,RI-0000014E,6
RC-1100253,RI-0000012E,17
RC-1100253,RI-0000025H,14
RC-1100253,RI-0000024H,21
RC-1100253,RI-0000059J,26
RC-1100253,RI-0000057J,22
RC-1100253,RI-0000056J,11
RC-1100253,RI-0000053J,2
RC-1100254,RI-0000000A,10
RC-1100255,RI-0000026D,14
RC-1100255,RI-0000024H,14
RC-1100255,RI-0000025H,18
RC-1100255,RI-0000020G,8
RC-1100255,RI-0000021G,22
RC-1100255,RI-0000001B,5
RC-1100255,RI-0000007E,16
RC-1100255,RI-0000015E,30
RC-1100255,RI-0000014E,10
RC-1100255,RI-0000012E,21
RC-1100255,RI-0000017E,4
RC-1100255,RI-0000013E,26
RC-1100255,RI-0000018E,30
RC-1100255,RI-0000016E,27
RC-1100256,RI-0000009F,13
RC-1100256,RI-0000028I,22
RC-1100256,RI-0000035I,24
RC-1100256,RI-0000047I,7
RC-1100256,RI-0000033I,21
RC-1100256,RI-0000040I,7
RC-1100256,RI-0000048I,11
RC-1100256,RI-0000049I,3
RC-1100256,RI-0000030I,9
RC-1100256,RI-0000043I,14
RC-1100256,RI-0000032I,16
RC-1100256,RI-0000037I,22
RC-1100256,RI-0000041I,10
RC-1100256,RI-0000050I,11
RC-1100256,RI-0000036I,1
RC-1100256,RI-0000042I,16
RC-1100256,RI-0000023G,18
RC-1100256,RI-0000019G,9
RC-1100256,RI-0000020G,27
RC-1100256,RI-0000021G,11
RC-1100256,RI-0000001B,9
