city,state,population_size
Lacey - Washington,United States,44919
Biloxi - Mississippi,United States,44820
Strongsville - Ohio,United States,44730
Barnstable Town - Massachusetts,United States,44641
Wylie - Texas,United States,44575
Sayreville - New Jersey,United States,44412
Kannapolis - North Carolina,United States,44359
Charlottesville - Virginia,United States,44349
Littleton - Colorado,United States,44275
Titusville - Florida,United States,44206
Hackensack - New Jersey,United States,44113
Newark - California,United States,44096
Pittsfield - Massachusetts,United States,44057
York - Pennsylvania,United States,43935
Lombard - Illinois,United States,43907
Attleboro - Massachusetts,United States,43886
DeKalb - Illinois,United States,43849
Blacksburg - Virginia,United States,43609
Dublin - Ohio,United States,43607
Haltom City - Texas,United States,43580
Lompoc - California,United States,43509
El Centro - California,United States,43363
Danville - California,United States,43341
Jefferson City - Missouri,United States,43330
Cutler Bay - Florida,United States,43328
Oakland Park - Florida,United States,43286
North Miami Beach - Florida,United States,43250
Freeport - New York,United States,43167
Moline - Illinois,United States,43116
Coachella - California,United States,43092
Fort Pierce - Florida,United States,43074
Smyrna - Tennessee,United States,43060
Bountiful - Utah,United States,43023
Fond du Lac - Wisconsin,United States,42970
Everett - Massachusetts,United States,42935
Danville - Virginia,United States,42907
Keller - Texas,United States,42907
Belleville - Illinois,United States,42895
Bell Gardens - California,United States,42889
Cleveland - Tennessee,United States,42774
North Lauderdale - Florida,United States,42757
Fairfield - Ohio,United States,42635
Salem - Massachusetts,United States,42544
Rancho Palos Verdes - California,United States,42448
San Bruno - California,United States,42443
Concord - New Hampshire,United States,42419
Burlington - Vermont,United States,42284
Apex - North Carolina,United States,42214
Midland - Michigan,United States,42181
Altamonte Springs - Florida,United States,42150
Hutchinson - Kansas,United States,41889
Buffalo Grove - Illinois,United States,41778
Urbandale - Iowa,United States,41776
State College - Pennsylvania,United States,41757
Urbana - Illinois,United States,41752
Plainfield - Illinois,United States,41734
Manassas - Virginia,United States,41705
Bartlett - Illinois,United States,41679
Kearny - New Jersey,United States,41664
Oro Valley - Arizona,United States,41627
Findlay - Ohio,United States,41512
Rohnert Park - California,United States,41398
Westfield - Massachusetts,United States,41301
Linden - New Jersey,United States,41301
Sumter - South Carolina,United States,41190
Wilkes-Barre - Pennsylvania,United States,41108
Woonsocket - Rhode Island,United States,41026
Leominster - Massachusetts,United States,41002
Shelton - Connecticut,United States,40999
Brea - California,United States,40963
Covington - Kentucky,United States,40956
Rockwall - Texas,United States,40922
Meridian - Mississippi,United States,40921
Riverton - Utah,United States,40921
St. Cloud - Florida,United States,40918
Quincy - Illinois,United States,40915
Morgan Hill - California,United States,40836
Warren - Ohio,United States,40768
Edmonds - Washington,United States,40727
Burleson - Texas,United States,40714
Beverly - Massachusetts,United States,40664
Mankato - Minnesota,United States,40641
Hagerstown - Maryland,United States,40612
Prescott - Arizona,United States,40590
Campbell - California,United States,40584
Cedar Falls - Iowa,United States,40566
Beaumont - California,United States,40481
La Puente - California,United States,40435
Crystal Lake - Illinois,United States,40388
Fitchburg - Massachusetts,United States,40383
Carol Stream - Illinois,United States,40379
Hickory - North Carolina,United States,40361
Streamwood - Illinois,United States,40351
Norwich - Connecticut,United States,40347
Coppell - Texas,United States,40342
San Gabriel - California,United States,40275
Holyoke - Massachusetts,United States,40249
Bentonville - Arkansas,United States,40167
Florence - Alabama,United States,40059
Peachtree Corners - Georgia,United States,40059
Brentwood - Tennessee,United States,40021
Bozeman - Montana,United States,39860
New Berlin - Wisconsin,United States,39834
Goose Creek - South Carolina,United States,39823
Huntsville - Texas,United States,39795
Prescott Valley - Arizona,United States,39791
Maplewood - Minnesota,United States,39765
Romeoville - Illinois,United States,39650
Duncanville - Texas,United States,39605
Atlantic City - New Jersey,United States,39551
Clovis - New Mexico,United States,39508
The Colony - Texas,United States,39458
Culver City - California,United States,39428
Marlborough - Massachusetts,United States,39414
Hilton Head Island - South Carolina,United States,39412
Moorhead - Minnesota,United States,39398
Calexico - California,United States,39389
Bullhead City - Arizona,United States,39383
Germantown - Tennessee,United States,39375
La Quinta - California,United States,39331
Lancaster - Ohio,United States,39325
Wausau - Wisconsin,United States,39309
Sherman - Texas,United States,39296
Ocoee - Florida,United States,39172
Shakopee - Minnesota,United States,39167
Woburn - Massachusetts,United States,39083
Bremerton - Washington,United States,39056
Rock Island - Illinois,United States,38877
Muskogee - Oklahoma,United States,38863
Cape Girardeau - Missouri,United States,38816
Annapolis - Maryland,United States,38722
Greenacres - Florida,United States,38696
Ormond Beach - Florida,United States,38661
Hallandale Beach - Florida,United States,38632
Stanton - California,United States,38623
Puyallup - Washington,United States,38609
Pacifica - California,United States,38606
Hanover Park - Illinois,United States,38510
Hurst - Texas,United States,38448
Lima - Ohio,United States,38355
Marana - Arizona,United States,38290
Carpentersville - Illinois,United States,38241
Oakley - California,United States,38194
Huber Heights - Ohio,United States,38142
Lancaster - Texas,United States,38071
Montclair - California,United States,38027
Wheeling - Illinois,United States,38015
Brookfield - Wisconsin,United States,37999
Park Ridge - Illinois,United States,37839
Florence - South Carolina,United States,37792
Roy - Utah,United States,37733
Winter Garden - Florida,United States,37711
Chelsea - Massachusetts,United States,37670
Valley Stream - New York,United States,37659
Spartanburg - South Carolina,United States,37647
Lake Oswego - Oregon,United States,37610
Friendswood - Texas,United States,37587
Westerville - Ohio,United States,37530
Northglenn - Colorado,United States,37499
Phenix City - Alabama,United States,37498
Grove City - Ohio,United States,37490
Texarkana - Texas,United States,37442
Addison - Illinois,United States,37385
Dover - Delaware,United States,37366
Lincoln Park - Michigan,United States,37313
Calumet City - Illinois,United States,37240
Muskegon - Michigan,United States,37213
Aventura - Florida,United States,37199
Martinez - California,United States,37165
Greenfield - Wisconsin,United States,37159
Apache Junction - Arizona,United States,37130
Monrovia - California,United States,37101
Weslaco - Texas,United States,37093
Keizer - Oregon,United States,37064
Spanish Fork - Utah,United States,36956
Beloit - Wisconsin,United States,36888
Panama City - Florida,United States,36877
Sao Paulo,Brazil,10021295
Rio De Janeiro,Brazil,6023699
Salvador,Brazil,2711840
Fortaleza,Brazil,2400000
Belo Horizonte,Brazil,2373224
Brasilia,Brazil,2207718
Curitiba,Brazil,1718421
Manaus,Brazil,1598210
Recife,Brazil,1478098
Belem,Brazil,1407737
Porto Alegre,Brazil,1372741
Goiania,Brazil,1171195
Guarulhos,Brazil,1169577
Campinas,Brazil,1031554
Nova Iguacu,Brazil,1002118
Maceio,Brazil,954991
Sao Luis,Brazil,917237
Duque De Caxias,Brazil,818329
Natal,Brazil,763043
Teresina,Brazil,744512
Sao Bernardo Do Campo,Brazil,743372
Campo Grande,Brazil,729151
Jaboatao,Brazil,702621
Osasco,Brazil,677856
Santo Andre,Brazil,662373
Joao Pessoa,Brazil,650883
Jaboatao Dos Guararapes,Brazil,630008
Contagem,Brazil,627123
Ribeirao Preto,Brazil,619746
Sao Jose Dos Campos,Brazil,613764
Uberlandia,Brazil,563536
Sorocaba,Brazil,558862
Cuiaba,Brazil,521934
Aparecida De Goiania,Brazil,510770
Aracaju,Brazil,490175
Feira De Santana,Brazil,481911
Londrina,Brazil,471832
Juiz De Fora,Brazil,470193
Belford Roxo,Brazil,466096
Joinville,Brazil,461304
Niteroi,Brazil,456456
Sao Joao De Meriti,Brazil,454849
Ananindeua,Brazil,433956
Florianopolis,Brazil,412724
Santos,Brazil,411403
Ribeirao Das Neves,Brazil,406802
Vila Velha,Brazil,394930
Serra,Brazil,394153
Diadema,Brazil,390633
Campos Dos Goytacazes,Brazil,387417
Maua,Brazil,386069
Betim,Brazil,384000
Caxias Do Sul,Brazil,381270
Sao Jose Do Rio Preto,Brazil,374699
Olinda,Brazil,366754
Carapicuiba,Brazil,361112
Campina Grande,Brazil,348936
Piracicaba,Brazil,342209
Macapa,Brazil,338936
Itaquaquecetuba,Brazil,336679
Bauru,Brazil,335024
Montes Claros,Brazil,332379
Canoas,Brazil,328291
Mogi Das Cruzes,Brazil,325746
Sao Vicente,Brazil,324457
Jundiai,Brazil,321589
Pelotas,Brazil,320674
Anapolis,Brazil,319587
Vitoria,Brazil,312656
Maringa,Brazil,311724
Guaruja,Brazil,310424
Porto Velho,Brazil,306180
Franca,Brazil,305041
Blumenau,Brazil,293949
Foz Do Iguacu,Brazil,293523
Ponta Grossa,Brazil,292177
Paulista,Brazil,289971
Limeira,Brazil,289665
Viamao,Brazil,285269
Suzano,Brazil,283314
Caucaia,Brazil,275019
Petropolis,Brazil,272691
Uberaba,Brazil,260843
Rio Branco,Brazil,257642
Cascavel,Brazil,257172
Novo Hamburgo,Brazil,253841
Vitoria Da Conquista,Brazil,253137
Barueri,Brazil,251994
Taubate,Brazil,251641
Governador Valadares,Brazil,250878
Praia Grande,Brazil,250027
Varzea Grande,Brazil,249752
Volta Redonda,Brazil,249580
Santa Maria,Brazil,249219
Santa Luzia,Brazil,243503
Gravatai,Brazil,238778
Caruaru,Brazil,235371
Boa Vista,Brazil,235150
Ipatinga,Brazil,228746
Sumare,Brazil,227977
Juazeiro Do Norte,Brazil,225230
Embu,Brazil,221733
Imperatriz,Brazil,218106
Colombo,Brazil,217000
Taboao Da Serra,Brazil,214523
Jacarei,Brazil,213110
Marilia,Brazil,212218
Presidente Prudente,Brazil,209502
Sao Leopoldo,Brazil,209229
Itabuna,Brazil,205660
Sao Carlos,Brazil,205035
Hortolandia,Brazil,203533
Mossoro,Brazil,202005
Itapevi,Brazil,201748
Sete Lagoas,Brazil,201334
Sao Jose,Brazil,200000
Palmas,Brazil,196272
Americana,Brazil,196022
Petrolina,Brazil,194650
Divinopolis,Brazil,193832
Maracanau,Brazil,193529
Planaltina,Brazil,189412
Santarem,Brazil,189047
Camacari,Brazil,188758
Santa Barbara D'oeste,Brazil,188000
Rio Grande,Brazil,187838
Cachoeiro De Itapemirim,Brazil,187019
Itaborai,Brazil,182498
Rio Claro,Brazil,180147
Indaiatuba,Brazil,179911
Passo Fundo,Brazil,179529
Cotia,Brazil,174828
Francisco Morato,Brazil,171790
Aracatuba,Brazil,170024
Araraquara,Brazil,168468
Ferraz De Vasconcelos,Brazil,167900
Arapiraca,Brazil,166562
Lages,Brazil,164676
Barra Mansa,Brazil,164052
Nossa Senhora Do Socorro,Brazil,163993
Dourados,Brazil,162202
Criciuma,Brazil,161954
Chapeco,Brazil,160157
Barreiras,Brazil,158292
Sobral,Brazil,157996
Itajai,Brazil,155716
Ilheus,Brazil,155499
Angra Dos Reis,Brazil,153635
Nova Friburgo,Brazil,153361
Rondonopolis,Brazil,152912
Itapecerica Da Serra,Brazil,151605
Guarapuava,Brazil,150850
Parnamirim,Brazil,150343
Caxias,Brazil,148072
Nilopolis,Brazil,147281
Pocos De Caldas,Brazil,146588
Maraba,Brazil,145860
Luziania,Brazil,143601
Cabo,Brazil,143105
Macae,Brazil,143029
Ibirite,Brazil,141374
Lauro De Freitas,Brazil,141280
Paranagua,Brazil,141013
Parnaiba,Brazil,138008
Itu,Brazil,137586
Castanhal,Brazil,137406
Sao Caetano Do Sul,Brazil,136453
Queimados,Brazil,135741
Pindamonhangaba,Brazil,132218
Sapucaia,Brazil,130937
Jaragua Do Sul,Brazil,130130
Mogi Guacu,Brazil,128865
Jequie,Brazil,127475
Itapetininga,Brazil,126243
Patos De Minas,Brazil,126234
Braganca Paulista,Brazil,125096
Timon,Brazil,124427
Sao Jose Dos Pinhais,Brazil,124224
Teresopolis,Brazil,123979
Uruguaiana,Brazil,123480
Porto Seguro,Brazil,123173
Alagoinhas,Brazil,122688
Palhoca,Brazil,122423
Barbacena,Brazil,122211
Cachoeirinha,Brazil,121084
Santa Rita,Brazil,119893
Toledo,Brazil,119313
Jau,Brazil,119206
Cubatao,Brazil,118410
Pinhais,Brazil,117000
Simoes Filho,Brazil,116662
Varginha,Brazil,116571
Sinop,Brazil,116013
Pouso Alegre,Brazil,115201
Eunapolis,Brazil,114275
Botucatu,Brazil,113862
Jandira,Brazil,113605
Ribeirao Pires,Brazil,111888
Conselheiro Lafaiete,Brazil,111596
Resende,Brazil,111514
Araucaria,Brazil,111302
Atibaia,Brazil,110968
Varzea Paulista,Brazil,110936
Garanhuns,Brazil,110085
Araruama,Brazil,109637
Catanduva,Brazil,109612
Franco Da Rocha,Brazil,108858
Cabo Frio,Brazil,108239
Ji Parana,Brazil,107697
Araras,Brazil,107463
Poa,Brazil,107432
Vitoria De Santo Antao,Brazil,107383
Umuarama,Brazil,107319
Apucarana,Brazil,107085
Santa Cruz Do Sul,Brazil,106113
Guaratingueta,Brazil,105880
Linhares,Brazil,105075
Araguaina,Brazil,105019
Esmeraldas,Brazil,103206
Birigui,Brazil,102277
Assis,Brazil,101597
Barretos,Brazil,101220
Colatina,Brazil,101190
Teofilo Otoni,Brazil,101170
Guaiba,Brazil,101024
Guarapari,Brazil,100925
Coronel Fabriciano,Brazil,100916
Itaguai,Brazil,100752
Rio Das Ostras,Brazil,100000
Itabira,Brazil,99496
Votorantim,Brazil,99390
Sertaozinho,Brazil,99211
Santana De Parnaiba,Brazil,98989
Bage,Brazil,98940
Passos,Brazil,98752
Salto,Brazil,98387
Uba,Brazil,97828
Ourinhos,Brazil,97799
Trindade,Brazil,97521
Arapongas,Brazil,97512
Araguari,Brazil,96565
Corumba,Brazil,96520
Erechim,Brazil,96087
Japeri,Brazil,95101
Vespasiano,Brazil,94749
Campo Largo,Brazil,94668
Tatui,Brazil,93580
Patos,Brazil,92575
Timoteo,Brazil,91722
Muriae,Brazil,91173
Cambe,Brazil,91080
Bayeux,Brazil,91056
Bento Goncalves,Brazil,90852
Caraguatatuba,Brazil,90843
Itanhaem,Brazil,90385
Santana Do Livramento,Brazil,89694
Almirante Tamandare,Brazil,89499
Planaltina,Brazil,88853
Crato,Brazil,88786
Valinhos,Brazil,88630
Sao Lourenco Da Mata,Brazil,88416
Nova Lima,Brazil,88399
Brusque,Brazil,88284
Barra Do Pirai,Brazil,87668
Alegrete,Brazil,87236
Caieiras,Brazil,87188
Barra Do Corda,Brazil,86662
Igarassu,Brazil,86457
Paulo Afonso,Brazil,85350
Ituiutaba,Brazil,85345
Esteio,Brazil,84902
Sarandi,Brazil,84697
Itaperuna,Brazil,84435
Santana,Brazil,83927
Jardim Paulista,Brazil,83667
Codo,Brazil,83288
Araxa,Brazil,82595
Abreu E Lima,Brazil,81959
Itajuba,Brazil,81870
Lavras,Brazil,81472
Avare,Brazil,81285
Formosa,Brazil,81232
Leme,Brazil,81209
Cruzeiro Do Sul,Brazil,79819
Itumbiara,Brazil,79582
Marica,Brazil,79551
Ubatuba,Brazil,79007
Tres Lagoas,Brazil,78712
Sao Joao Del Rei,Brazil,78592
Mogi Mirim,Brazil,78244
Abaetetuba,Brazil,78050
Sao Bento Do Sul,Brazil,77597
Itauna,Brazil,77400
Sao Mateus,Brazil,77117
Jatai,Brazil,76547
Sao Joao Da Boa Vista,Brazil,76540
Lorena,Brazil,76506
Santa Cruz Do Capibaribe,Brazil,76450
Sao Sebastiao,Brazil,76367
Tucurui,Brazil,76337
Embu Guacu,Brazil,76310
Sapiranga,Brazil,76051
Para De Minas,Brazil,75786
Campo Mourao,Brazil,75401
Cachoeira Do Sul,Brazil,74694
Santo Antonio De Jesus,Brazil,73957
Paranavai,Brazil,72848
Joao Monlevade,Brazil,72762
Matao,Brazil,72468
Bacabal,Brazil,72372
Cacapava,Brazil,72340
Aruja,Brazil,72077
Cruzeiro,Brazil,72022
Patrocinio,Brazil,71963
Tres Rios,Brazil,71944
Bebedouro,Brazil,71862
Sao Cristovao,Brazil,71539
Alfenas,Brazil,71406
Ijui,Brazil,71202
Altamira,Brazil,70888
Paracatu,Brazil,70753
Carpina,Brazil,70689
Iguatu,Brazil,70380
Votuporanga,Brazil,69863
Paragominas,Brazil,69613
Lins,Brazil,69451
Jaboticabal,Brazil,69394
Vicosa,Brazil,68680
Sao Sebastiao Do Paraiso,Brazil,68654
Balsas,Brazil,68056
Itatiba,Brazil,67934
Santa Ines,Brazil,67424
Tubarao,Brazil,67245
Pato Branco,Brazil,65754
Paulinia,Brazil,65595
Lajeado,Brazil,65407
Cruz Alta,Brazil,65275
Aquiraz,Brazil,65116
Itacoatiara,Brazil,64937
Gurupi,Brazil,64789
Itaituba,Brazil,64756
Santo Angelo,Brazil,64606
Parintins,Brazil,64428
Curvelo,Brazil,63954
Itabaiana,Brazil,63888
Cacador,Brazil,63726
Ouro Preto,Brazil,63678
Caldas Novas,Brazil,63675
Irece,Brazil,63626
Catalao,Brazil,63544
Tres Coracoes,Brazil,63457
Rio Largo,Brazil,63387
Vilhena,Brazil,63231
Valenca,Brazil,63231
Peruibe,Brazil,63030
Itapeva,Brazil,62957
Cataguases,Brazil,62618
Saquarema,Brazil,62056
Tupa,Brazil,62035
Fernandopolis,Brazil,61931
Senador Canedo,Brazil,61800
Itapira,Brazil,61607
Gravata,Brazil,61249
Valenca,Brazil,61144
Pirassununga,Brazil,60413
Unai,Brazil,60202
Caratinga,Brazil,60066
Itapetinga,Brazil,59721
Mococa,Brazil,59654
Sao Borja,Brazil,59613
Carazinho,Brazil,59417
Santa Rosa,Brazil,58957
Telemaco Borba,Brazil,58880
Guanambi,Brazil,58877
Aracruz,Brazil,58271
Ariquemes,Brazil,58096
Farroupilha,Brazil,57650
Francisco Beltrao,Brazil,57618
Picos,Brazil,57495
Lencois Paulista,Brazil,57375
Arcoverde,Brazil,57163
Braganca,Brazil,57163
Vacaria,Brazil,56765
Cajamar,Brazil,56682
Janauba,Brazil,56572
Vinhedo,Brazil,56492
Formiga,Brazil,56404
Cianorte,Brazil,55994
Nova Vicosa,Brazil,55980
Itapipoca,Brazil,55784
Ponta Pora,Brazil,55763
Estancia,Brazil,55654
Cacoal,Brazil,55560
Sao Gabriel,Brazil,55434
Concordia,Brazil,55367
Pacatuba,Brazil,55291
Viana,Brazil,55122
Sao Pedro Da Aldeia,Brazil,55014
Caico,Brazil,54934
Seropedica,Brazil,54846
Sydney,Australia,4627345
Melbourne,Australia,4246375
Brisbane,Australia,2189878
Perth,Australia,1896548
Adelaide,Australia,1225235
Gold Coast,Australia,591473
Canberra,Australia,367752
Newcastle,Australia,308308
Wollongong,Australia,292190
Logan City,Australia,282673
Geelong,Australia,226034
Hobart,Australia,216656
Townsville,Australia,196219
Cairns,Australia,153075
Toowoomba,Australia,131258
Darwin,Australia,129062
Rockingham,Australia,108022
Launceston,Australia,106153
Bendigo,Australia,100617
Ballarat,Australia,97937
Mandurah,Australia,83294
Mackay,Australia,74219
Bundaberg,Australia,70826
Bunbury,Australia,68248
Maitland,Australia,67132
Armadale,Australia,62296
Rockhampton,Australia,61724
Adelaide Hills,Australia,60394
South Brisbane,Australia,60000
Hervey Bay,Australia,52230
Reservoir,Australia,47637
Tamworth,Australia,47597
Wagga Wagga,Australia,46913
Albury,Australia,45627
Berwick,Australia,44779
Port Macquarie,Australia,41491
Queanbeyan,Australia,40661
Orange,Australia,39329
Blacktown,Australia,39000
Shepparton,Australia,38773
Caloundra,Australia,38706
Hoppers Crossing,Australia,38108
Werribee,Australia,37737
Melton,Australia,35490
Castle Hill,Australia,35389
Saint Albans,Australia,35091
Nowra,Australia,34479
Frankston,Australia,34457
Frankston East,Australia,34457
Rowville,Australia,34145
Warrnambool,Australia,33982
Baulkham Hills,Australia,33945
Albany,Australia,33650
Mount Waverley,Australia,33611
St Albans,Australia,33511
Auburn,Australia,33122
Bathurst,Australia,33110
Pakenham South,Australia,32911
Point Cook,Australia,32413
Dubbo,Australia,32327
Epping,Australia,32200
Wodonga,Australia,31605
Kalgoorlie,Australia,31107
Bankstown,Australia,30572
Mill Park,Australia,30517
Gladstone,Australia,30489
Kwinana,Australia,30433
Lismore,Australia,30086
Mildura,Australia,30016
Preston,Australia,29925
Sunbury,Australia,29925
Hurstville,Australia,29822
Narre Warren South,Australia,28594
Noble Park,Australia,28377
Southport,Australia,28315
Kellyville,Australia,27971
Port Stephens,Australia,27531
Banora Point,Australia,27368
Doncaster East,Australia,27047
Croydon,Australia,26946
Geraldton,Australia,26872
Maroubra,Australia,26538
Coffs Harbour,Australia,26353
Mosman,Australia,26236
Richmond,Australia,26121
Narre Warren,Australia,25882
Randwick,Australia,25819
Strathfield,Australia,25813
Bundoora,Australia,25709
Alice Springs,Australia,25186
Quakers Hill,Australia,25017
Endeavour Hills,Australia,25000
Palmerston,Australia,25000
Coburg,Australia,24977
Dandenong,Australia,24919
Fremantle,Australia,24835
Ferntree Gully,Australia,24724
Campsie,Australia,24541
Kew,Australia,23876
Hampton Park,Australia,23767
Canning Vale,Australia,23289
Glen Iris,Australia,23270
Mount Gambier,Australia,23209
Marrickville,Australia,23161
Northcote,Australia,22920
Granville,Australia,22889
Mount Isa,Australia,22785
Keysborough,Australia,22700
Armidale,Australia,22673
Morphett Vale,Australia,22602
Dianella,Australia,22521
Forest Lake,Australia,22426
Mornington,Australia,22421
Thornlie,Australia,22265
Ashfield,Australia,22000
Traralgon,Australia,21960
Dandenong North,Australia,21910
Busselton,Australia,21898
Cabramatta,Australia,21783
Greystanes,Australia,21703
Tarneit,Australia,21690
Maryborough,Australia,21501
Caboolture,Australia,21478
Kirwan,Australia,21416
Langwarrin,Australia,21371
Carlingford,Australia,21364
Liverpool,Australia,21317
Caringbah,Australia,21283
Brighton,Australia,21257
Glenferrie,Australia,21177
Hawthorn,Australia,21177
Hawthorn South,Australia,21177
Goulburn,Australia,20940
Boronia,Australia,20825
Woodridge,Australia,20650
Booval,Australia,20540
Thomastown,Australia,20331
Cheltenham,Australia,20292
Punchbowl,Australia,20236
Prospect,Australia,20217
Greensborough,Australia,20214
Gawler,Australia,20006
Burnie,Australia,19972
Balwyn North,Australia,19968
Lalor,Australia,19873
Brunswick,Australia,19867
Hornsby,Australia,19863
St Clair,Australia,19837
Springvale,Australia,19771
Wheelers Hill,Australia,19753
Craigieburn,Australia,19728
Whyalla,Australia,19645
Glenroy,Australia,19644
Camberwell,Australia,19637
Malvern East,Australia,19593
Murray Bridge,Australia,19577
Echuca,Australia,19457
Devonport,Australia,19317
Roxburgh Park,Australia,19235
Glenmore Park,Australia,19200
Epping,Australia,18969
Ballajura,Australia,18952
Essendon,Australia,18852
Cherrybrook,Australia,18778
Altona Meadows,Australia,18746
Cranbourne,Australia,18622
Katoomba,Australia,18593
Surfers Paradise,Australia,18501
Parramatta,Australia,18448
Broken Hill,Australia,18430
Doncaster,Australia,18359
Eltham,Australia,18162
Fairfield,Australia,18081
Morayfield,Australia,18020
Engadine,Australia,17937
Eastwood,Australia,17865
Saint Kilda,Australia,17795
Highton,Australia,17793
Mulgrave,Australia,17647
Forster,Australia,17591
Wantirna South,Australia,17477
Dee Why,Australia,17463
Thornbury,Australia,17434
Wahroonga,Australia,17371
Frankston South,Australia,17360
Wyndham Vale,Australia,17304
Gosnells,Australia,17277
Mount Eliza,Australia,17248
Willetton,Australia,17243
Carrum Downs,Australia,17213
North Ryde,Australia,17208
Mount Martha,Australia,17087
Wangaratta,Australia,16845
Sunnybank Hills,Australia,16830
Cronulla,Australia,16754
Sunshine West,Australia,16743
Taree,Australia,16621
Earlwood,Australia,16564
Sunnybank,Australia,16442
South Grafton,Australia,16399
Cessnock,Australia,16393
Hillside,Australia,16326
Westmead,Australia,16309
Carnegie,Australia,16299
Nerang,Australia,16256
Narangba,Australia,16223
Deer Park,Australia,16204
Taylors Lakes,Australia,16095
Deception Bay,Australia,16090
Umina,Australia,16059
Seaford,Australia,16033
Burwood,Australia,16030
Yagoona,Australia,16003
West Pennant Hills,Australia,15967
Paralowie,Australia,15872
Lilydale,Australia,15649
Moe,Australia,15582
Clayton,Australia,15543
Lara,Australia,15520
Griffith,Australia,15455
Bracken Ridge,Australia,15355
Eight Mile Plains,Australia,15322
Parafield Gardens,Australia,15317
Prestons,Australia,15313
Buderim,Australia,15228
Brighton East,Australia,15167
Carindale,Australia,15135
Port Hedland,Australia,15044
Duncraig,Australia,15026
Pascoe Vale,Australia,15000
Rochedale South,Australia,14996
Coorparoo,Australia,14944
Meadow Heights,Australia,14843
Mitcham,Australia,14811
Casula,Australia,14696
Bossley Park,Australia,14585
Cranbourne North,Australia,14570
Caulfield North,Australia,14554
Lakemba,Australia,14468
Kingston,Australia,14371
Grovedale,Australia,14308
Horsham,Australia,14285
Bentleigh,Australia,14271
Ballina,Australia,14242
Kingsford,Australia,14232
Lidcombe,Australia,14161
Carlton,Australia,14104
Wantirna,Australia,13978
Manly,Australia,13949
Ingleburn,Australia,13902
Burleigh Waters,Australia,13868
Elwood,Australia,13785
Cleveland,Australia,13776
Victoria Point,Australia,13755
Yarraville,Australia,13747
Singleton,Australia,13665
Bongaree,Australia,13649
Raymond Terrace,Australia,13606
Mount Druitt,Australia,13582
Bacchus Marsh,Australia,13575
Newtown,Australia,13552
Moonee Ponds,Australia,13532
Palm Beach,Australia,13494
Ascot Vale,Australia,13475
Morwell,Australia,13399
Port Melbourne,Australia,13293
Yeppoon,Australia,13285
Keilor East,Australia,13259
Port Augusta,Australia,13257
Port Pirie,Australia,13206
Footscray,Australia,13203
Williamstown,Australia,13203
Sale,Australia,13186
Coogee,Australia,13179
Templestowe Lower,Australia,13152
Brunswick West,Australia,13148
Hawthorn East,Australia,13133
Surrey Hills,Australia,13133
Port Lincoln,Australia,13044
Doonside,Australia,13031
Concord,Australia,13008
Toongabbie,Australia,13003
Dulwich Hill,Australia,12981
Balwyn,Australia,12944
Miranda,Australia,12903
Toorak,Australia,12871
Beaumaris,Australia,12829
Port Kennedy,Australia,12816
Broome,Australia,12766
Fawkner,Australia,12596
Scarborough,Australia,12593
St Kilda East,Australia,12576
Inala,Australia,12568
Warwick,Australia,12562
Rosebud,Australia,12501
Hampton,Australia,12482
Como,Australia,12425
Ashwood,Australia,12420
Chadstone,Australia,12357
Marsfield,Australia,12347
Kiama,Australia,12286
Mayfield,Australia,12248
Leichhardt,Australia,12248
Springvale South,Australia,12184
Goonellabah,Australia,12137
Port Augusta West,Australia,12133
Geelong West,Australia,12121
Lavington,Australia,12032
Doreen,Australia,12000
Newport,Australia,11987
Greenvale,Australia,11969
Blackburn,Australia,11958
Burwood,Australia,11886
West Ryde,Australia,11867
Kingswood Park,Australia,11813
Penrith,Australia,11813
Varsity Lakes,Australia,11796
Donvale,Australia,11795
Muswellbrook,Australia,11791
Taylors Hill,Australia,11785
Bateau Bay,Australia,11759
North Melbourne,Australia,11755
Wynnum West,Australia,11745
Karratha,Australia,11728
Charlestown,Australia,11725
Wynnum,Australia,11719
Penshurst,Australia,11692
Mentone,Australia,11667
Paddington,Australia,11661
Caringbah South,Australia,11605
Clayton South,Australia,11600
Happy Valley,Australia,11531
Diamond Creek,Australia,11504
Redfern,Australia,11482
North Fitzroy,Australia,11473
Warnbro,Australia,11421
Vermont South,Australia,11416
Sandy Bay,Australia,11334
East Maitland,Australia,11310
South Perth,Australia,11301
Lithgow,Australia,11298
Bayswater,Australia,11240
Manly West,Australia,11195
Parkdale,Australia,11185
Caulfield South,Australia,11113
Gympie,Australia,11027
Bairnsdale,Australia,11005
Bowen,Australia,10983
Nunawading,Australia,10947
Samford Valley,Australia,10931
Wanneroo,Australia,10931
Mount Gravatt East,Australia,10891
Altona North,Australia,10886
Caroline Springs,Australia,10880
Bulleen,Australia,10868
Kensington,Australia,10847
Gladesville,Australia,10835
Menai,Australia,10781
Bondi Beach,Australia,10748
Wellington Point,Australia,10713
Mount Lawley,Australia,10703
Annerley,Australia,10664
Tewantin,Australia,10660
Box Hill North,Australia,10649
Sunshine North,Australia,10637
Yokine,Australia,10613
Batemans Bay,Australia,10557
Camp Hill,Australia,10533
Marangaroo,Australia,10519
Dapto,Australia,10478
Maylands,Australia,10447
Drummoyne,Australia,10385
Melton West,Australia,10381
Bondi,Australia,10373
Sydenham,Australia,10323
Keilor Downs,Australia,10307
Neutral Bay,Australia,10276
Highett,Australia,10263
