Item ID,Name,Cost (per unit),Quantity,Campaign ID
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,17,RC-1100215
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,2,RC-1100215
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,30,RC-1100215
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,9,RC-1100215
RI-0000020G,"21 oz. Organic Baby Formula Pack (x4 containers)",$119.96,12,RC-1100215
RI-0000019G,"34.9 oz. Baby Formula Pack (x3 containers)",$116.86,15,RC-1100215
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,23,RC-1100215
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,23,RC-1100215
RI-0000047I,"Shorts X-Large Bundle (x250 shorts)",$1140.0,1,RC-1100215
RI-0000038I,"Long Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$880.0,9,RC-1100215
RI-0000048I,"Shorts XX-Large Bundle (x100 shorts)",$656.0,17,RC-1100215
RI-0000032I,"Short Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$481.0,11,RC-1100215
RI-0000037I,"Long Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$664.0,6,RC-1100215
RI-0000045I,"Shorts Medium Bundle (x250 shorts)",$1140.0,20,RC-1100215
RI-0000040I,"Pants Medium Bundle (x250 pants)",$2122.5,14,RC-1100215
RI-0000029I,"Short Sleeve T-Shirt Large Bundle (x250 shirts)",$395.0,15,RC-1100215
RI-0000004C,"15 oz. Canned Food Pack (x6 cans)",$2.64,16,RC-1100215
RI-0000002C,"10 oz. Canned Food Pack (x6 cans)",$29.99,17,RC-1100215
RI-0000003C,"14.5 oz. Canned Food Pack (x12 cans)",$6.78,24,RC-1100215
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,9,RC-1100215
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,5,RC-1100215
RI-0000006D,"Hand Crank Powered Flashlight Crate (x500 lights)",$1630.0,11,RC-1100215
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,29,RC-1100215
RI-0000007E,"First Aid Kit",$12.24,14,RC-1100216
RI-0000018E,"Antacid Medication Crate (x200 caplets)",$69.0,16,RC-1100216
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,7,RC-1100216
RI-0000012E,"Dust Mask Box (x50 masks)",$13.39,2,RC-1100216
RI-0000017E,"Anti-allergy Medication Crate (x300 caplets)",$34.5,24,RC-1100216
RI-0000014E,"Pain Reliever Medication Crate (x1000 caplets)",$480.0,30,RC-1100216
RI-0000013E,"Sanitary Wipes Pack (x320 wipes)",$13.49,6,RC-1100216
RI-0000037I,"Long Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$664.0,4,RC-1100216
RI-0000043I,"Pants XX-Large Bundle (x100 pants)",$1203.0,28,RC-1100216
RI-0000050I,"Socks Case (480 pairs)",$288.0,12,RC-1100216
RI-0000046I,"Shorts Large Bundle (x250 shorts)",$1140.0,28,RC-1100216
RI-0000027I,"Short Sleeve T-Shirt Small Bundle (x100 shirts)",$158.0,28,RC-1100216
RI-0000036I,"Long Sleeve T-Shirt X-Large Bundle (x250 shirts)",$1237.5,13,RC-1100216
RI-0000040I,"Pants Medium Bundle (x250 pants)",$2122.5,1,RC-1100216
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,22,RC-1100216
RI-0000042I,"Pants X-Large Bundle (x250 pants)",$2122.5,23,RC-1100216
RI-0000035I,"Long Sleeve T-Shirt Large Bundle (x250 shirts)",$1237.5,27,RC-1100216
RI-0000047I,"Shorts X-Large Bundle (x250 shorts)",$1140.0,10,RC-1100216
RI-0000006D,"Hand Crank Powered Flashlight Crate (x500 lights)",$1630.0,15,RC-1100216
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,25,RC-1100216
RI-0000005D,"Hand Crank Self Powered AM/FM/NOAA Solar Weather Radio",$8.08,8,RC-1100216
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,6,RC-1100216
RI-0000011F,"Energizer CR2032 Coin Battery Pack (x5 batteries)",$5.95,28,RC-1100216
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,15,RC-1100216
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,23,RC-1100216
RI-0000004C,"15 oz. Canned Food Pack (x6 cans)",$2.64,14,RC-1100216
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,19,RC-1100216
RI-0000023G,"Size 3 Diapers Box (x210 diapers)",$47.43,26,RC-1100216
RI-0000021G,"Size 1 Diapers Box (x252 diapers)",$29.97,24,RC-1100216
RI-0000020G,"21 oz. Organic Baby Formula Pack (x4 containers)",$119.96,29,RC-1100216
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,26,RC-1100216
RI-0000020G,"21 oz. Organic Baby Formula Pack (x4 containers)",$119.96,20,RC-1100217
RI-0000023G,"Size 3 Diapers Box (x210 diapers)",$47.43,6,RC-1100217
RI-0000019G,"34.9 oz. Baby Formula Pack (x3 containers)",$116.86,8,RC-1100217
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,11,RC-1100217
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,22,RC-1100217
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,6,RC-1100217
RI-0000054J,"19/32 in. x 4 ft. x 8 ft. Oriented Strand Board (x100 pieces)",$2643.0,14,RC-1100217
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,7,RC-1100217
RI-0000053J,"23/32 in. x 4 ft. x 8 ft. RTD Sheathing Syp (x100 pieces)",$3661.0,25,RC-1100217
RI-0000057J,"2 in. x 4 in. x 12 ft. Kiln Dried Heat Treated Spruce-Pine-Fir Lumber (x100 pieces)",$1132.0,19,RC-1100217
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,7,RC-1100217
RI-0000049I,"Shorts XXX-Large Bundle (x100 shorts)",$831.0,11,RC-1100217
RI-0000039I,"Pants Small Bundle (x100 pants)",$849.0,16,RC-1100217
RI-0000048I,"Shorts XX-Large Bundle (x100 shorts)",$656.0,29,RC-1100217
RI-0000034I,"Long Sleeve T-Shirt Medium Bundle (x250 shirts)",$1237.5,19,RC-1100217
RI-0000033I,"Long Sleeve T-Shirt Small Bundle (x100 shirts)",$495.0,20,RC-1100217
RI-0000047I,"Shorts X-Large Bundle (x250 shorts)",$1140.0,15,RC-1100217
RI-0000032I,"Short Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$481.0,1,RC-1100217
RI-0000041I,"Pants Large Bundle (x250 pants)",$2122.5,3,RC-1100217
RI-0000037I,"Long Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$664.0,9,RC-1100217
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,2,RC-1100217
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,27,RC-1100217
RI-0000002C,"10 oz. Canned Food Pack (x6 cans)",$29.99,8,RC-1100217
RI-0000004C,"15 oz. Canned Food Pack (x6 cans)",$2.64,25,RC-1100217
RI-0000003C,"14.5 oz. Canned Food Pack (x12 cans)",$6.78,12,RC-1100217
RI-0000024H,"Dog Food 52 lbs.",$19.99,2,RC-1100218
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,3,RC-1100218
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,12,RC-1100218
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,25,RC-1100218
RI-0000002C,"10 oz. Canned Food Pack (x6 cans)",$29.99,29,RC-1100218
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,30,RC-1100218
RI-0000057J,"2 in. x 4 in. x 12 ft. Kiln Dried Heat Treated Spruce-Pine-Fir Lumber (x100 pieces)",$1132.0,1,RC-1100218
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,5,RC-1100218
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,28,RC-1100218
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,25,RC-1100219
RI-0000003C,"14.5 oz. Canned Food Pack (x12 cans)",$6.78,11,RC-1100219
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,28,RC-1100219
RI-0000011F,"Energizer CR2032 Coin Battery Pack (x5 batteries)",$5.95,22,RC-1100219
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,8,RC-1100219
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,3,RC-1100219
RI-0000054J,"19/32 in. x 4 ft. x 8 ft. Oriented Strand Board (x100 pieces)",$2643.0,15,RC-1100219
RI-0000053J,"23/32 in. x 4 ft. x 8 ft. RTD Sheathing Syp (x100 pieces)",$3661.0,26,RC-1100219
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,7,RC-1100219
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,18,RC-1100219
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,7,RC-1100219
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,27,RC-1100219
RI-0000057J,"2 in. x 4 in. x 12 ft. Kiln Dried Heat Treated Spruce-Pine-Fir Lumber (x100 pieces)",$1132.0,30,RC-1100219
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,21,RC-1100219
RI-0000006D,"Hand Crank Powered Flashlight Crate (x500 lights)",$1630.0,7,RC-1100220
RI-0000005D,"Hand Crank Self Powered AM/FM/NOAA Solar Weather Radio",$8.08,8,RC-1100220
RI-0000029I,"Short Sleeve T-Shirt Large Bundle (x250 shirts)",$395.0,4,RC-1100221
RI-0000027I,"Short Sleeve T-Shirt Small Bundle (x100 shirts)",$158.0,29,RC-1100221
RI-0000045I,"Shorts Medium Bundle (x250 shorts)",$1140.0,1,RC-1100221
RI-0000048I,"Shorts XX-Large Bundle (x100 shorts)",$656.0,20,RC-1100221
RI-0000050I,"Socks Case (480 pairs)",$288.0,21,RC-1100221
RI-0000039I,"Pants Small Bundle (x100 pants)",$849.0,23,RC-1100221
RI-0000028I,"Short Sleeve T-Shirt Medium Bundle (x250 shirts)",$395.0,9,RC-1100221
RI-0000038I,"Long Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$880.0,15,RC-1100221
RI-0000034I,"Long Sleeve T-Shirt Medium Bundle (x250 shirts)",$1237.5,13,RC-1100221
RI-0000032I,"Short Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$481.0,27,RC-1100221
RI-0000046I,"Shorts Large Bundle (x250 shorts)",$1140.0,7,RC-1100221
RI-0000030I,"Short Sleeve T-Shirt X-Large Bundle (x250 shirts)",$395.0,14,RC-1100221
RI-0000049I,"Shorts XXX-Large Bundle (x100 shorts)",$831.0,10,RC-1100221
RI-0000051I,"Shoes Pack (12 pairs)",$168.72,21,RC-1100221
RI-0000040I,"Pants Medium Bundle (x250 pants)",$2122.5,25,RC-1100221
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,13,RC-1100221
RI-0000043I,"Pants XX-Large Bundle (x100 pants)",$1203.0,29,RC-1100221
RI-0000035I,"Long Sleeve T-Shirt Large Bundle (x250 shirts)",$1237.5,25,RC-1100221
RI-0000036I,"Long Sleeve T-Shirt X-Large Bundle (x250 shirts)",$1237.5,15,RC-1100221
RI-0000042I,"Pants X-Large Bundle (x250 pants)",$2122.5,29,RC-1100221
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,11,RC-1100221
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,20,RC-1100221
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,20,RC-1100221
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,22,RC-1100221
RI-0000004C,"15 oz. Canned Food Pack (x6 cans)",$2.64,6,RC-1100221
RI-0000002C,"10 oz. Canned Food Pack (x6 cans)",$29.99,15,RC-1100221
RI-0000003C,"14.5 oz. Canned Food Pack (x12 cans)",$6.78,2,RC-1100221
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,21,RC-1100221
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,17,RC-1100221
RI-0000054J,"19/32 in. x 4 ft. x 8 ft. Oriented Strand Board (x100 pieces)",$2643.0,28,RC-1100221
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,2,RC-1100221
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,20,RC-1100221
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,14,RC-1100221
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,13,RC-1100221
RI-0000005D,"Hand Crank Self Powered AM/FM/NOAA Solar Weather Radio",$8.08,2,RC-1100221
RI-0000023G,"Size 3 Diapers Box (x210 diapers)",$47.43,23,RC-1100221
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,2,RC-1100221
RI-0000019G,"34.9 oz. Baby Formula Pack (x3 containers)",$116.86,13,RC-1100221
RI-0000021G,"Size 1 Diapers Box (x252 diapers)",$29.97,18,RC-1100221
RI-0000020G,"21 oz. Organic Baby Formula Pack (x4 containers)",$119.96,18,RC-1100221
RI-0000025H,"Cat Food 12 lbs.",$23.74,12,RC-1100221
RI-0000024H,"Dog Food 52 lbs.",$19.99,13,RC-1100221
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,19,RC-1100222
RI-0000011F,"Energizer CR2032 Coin Battery Pack (x5 batteries)",$5.95,23,RC-1100222
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,27,RC-1100222
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,20,RC-1100222
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,26,RC-1100222
RI-0000027I,"Short Sleeve T-Shirt Small Bundle (x100 shirts)",$158.0,1,RC-1100222
RI-0000005D,"Hand Crank Self Powered AM/FM/NOAA Solar Weather Radio",$8.08,18,RC-1100222
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,27,RC-1100222
RI-0000006D,"Hand Crank Powered Flashlight Crate (x500 lights)",$1630.0,3,RC-1100222
RI-0000023G,"Size 3 Diapers Box (x210 diapers)",$47.43,19,RC-1100222
RI-0000021G,"Size 1 Diapers Box (x252 diapers)",$29.97,25,RC-1100222
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,7,RC-1100222
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,5,RC-1100222
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,20,RC-1100222
RI-0000018E,"Antacid Medication Crate (x200 caplets)",$69.0,25,RC-1100222
RI-0000024H,"Dog Food 52 lbs.",$19.99,30,RC-1100222
RI-0000025H,"Cat Food 12 lbs.",$23.74,14,RC-1100222
RI-0000003C,"14.5 oz. Canned Food Pack (x12 cans)",$6.78,2,RC-1100222
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,24,RC-1100222
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,30,RC-1100223
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,11,RC-1100223
RI-0000057J,"2 in. x 4 in. x 12 ft. Kiln Dried Heat Treated Spruce-Pine-Fir Lumber (x100 pieces)",$1132.0,30,RC-1100223
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,22,RC-1100223
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,10,RC-1100223
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,21,RC-1100223
RI-0000054J,"19/32 in. x 4 ft. x 8 ft. Oriented Strand Board (x100 pieces)",$2643.0,13,RC-1100223
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,9,RC-1100223
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,28,RC-1100223
RI-0000053J,"23/32 in. x 4 ft. x 8 ft. RTD Sheathing Syp (x100 pieces)",$3661.0,5,RC-1100223
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,25,RC-1100223
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,30,RC-1100223
RI-0000014E,"Pain Reliever Medication Crate (x1000 caplets)",$480.0,27,RC-1100223
RI-0000007E,"First Aid Kit",$12.24,25,RC-1100223
RI-0000012E,"Dust Mask Box (x50 masks)",$13.39,16,RC-1100223
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,23,RC-1100223
RI-0000024H,"Dog Food 52 lbs.",$19.99,1,RC-1100223
RI-0000034I,"Long Sleeve T-Shirt Medium Bundle (x250 shirts)",$1237.5,24,RC-1100223
RI-0000035I,"Long Sleeve T-Shirt Large Bundle (x250 shirts)",$1237.5,10,RC-1100223
RI-0000036I,"Long Sleeve T-Shirt X-Large Bundle (x250 shirts)",$1237.5,29,RC-1100223
RI-0000050I,"Socks Case (480 pairs)",$288.0,27,RC-1100223
RI-0000044I,"Shorts Small Bundle (x100 shorts)",$456.0,21,RC-1100223
RI-0000043I,"Pants XX-Large Bundle (x100 pants)",$1203.0,6,RC-1100223
RI-0000027I,"Short Sleeve T-Shirt Small Bundle (x100 shirts)",$158.0,8,RC-1100223
RI-0000048I,"Shorts XX-Large Bundle (x100 shorts)",$656.0,26,RC-1100223
RI-0000040I,"Pants Medium Bundle (x250 pants)",$2122.5,9,RC-1100223
RI-0000041I,"Pants Large Bundle (x250 pants)",$2122.5,4,RC-1100223
RI-0000028I,"Short Sleeve T-Shirt Medium Bundle (x250 shirts)",$395.0,5,RC-1100223
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,18,RC-1100223
RI-0000037I,"Long Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$664.0,21,RC-1100223
RI-0000038I,"Long Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$880.0,20,RC-1100223
RI-0000042I,"Pants X-Large Bundle (x250 pants)",$2122.5,7,RC-1100223
RI-0000033I,"Long Sleeve T-Shirt Small Bundle (x100 shirts)",$495.0,13,RC-1100223
RI-0000029I,"Short Sleeve T-Shirt Large Bundle (x250 shirts)",$395.0,9,RC-1100223
RI-0000030I,"Short Sleeve T-Shirt X-Large Bundle (x250 shirts)",$395.0,29,RC-1100223
RI-0000046I,"Shorts Large Bundle (x250 shorts)",$1140.0,18,RC-1100223
RI-0000051I,"Shoes Pack (12 pairs)",$168.72,5,RC-1100223
RI-0000045I,"Shorts Medium Bundle (x250 shorts)",$1140.0,12,RC-1100223
RI-0000047I,"Shorts X-Large Bundle (x250 shorts)",$1140.0,25,RC-1100223
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,4,RC-1100223
RI-0000011F,"Energizer CR2032 Coin Battery Pack (x5 batteries)",$5.95,6,RC-1100224
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,10,RC-1100224
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,14,RC-1100224
RI-0000018E,"Antacid Medication Crate (x200 caplets)",$69.0,3,RC-1100224
RI-0000013E,"Sanitary Wipes Pack (x320 wipes)",$13.49,23,RC-1100224
RI-0000026D,"Blankets Pack (x24 blankets)",$121.2,4,RC-1100224
RI-0000005D,"Hand Crank Self Powered AM/FM/NOAA Solar Weather Radio",$8.08,20,RC-1100224
RI-0000055J,"2 in. x 4 in. x 96 in. Prime Whitewood Stud (x100 pieces)",$525.0,21,RC-1100224
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,17,RC-1100224
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,3,RC-1100224
RI-0000017E,"Anti-allergy Medication Crate (x300 caplets)",$34.5,3,RC-1100225
RI-0000014E,"Pain Reliever Medication Crate (x1000 caplets)",$480.0,19,RC-1100225
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,29,RC-1100225
RI-0000007E,"First Aid Kit",$12.24,30,RC-1100225
RI-0000018E,"Antacid Medication Crate (x200 caplets)",$69.0,20,RC-1100225
RI-0000016E,"Bayer Aspirin Pack Crate (x200 caplets)",$46.0,9,RC-1100225
RI-0000013E,"Sanitary Wipes Pack (x320 wipes)",$13.49,18,RC-1100225
RI-0000001B,"Bottled Water Pallet (x1920 bottles)",$369.0,20,RC-1100226
RI-0000050I,"Socks Case (480 pairs)",$288.0,1,RC-1100226
RI-0000033I,"Long Sleeve T-Shirt Small Bundle (x100 shirts)",$495.0,11,RC-1100226
RI-0000044I,"Shorts Small Bundle (x100 shorts)",$456.0,7,RC-1100226
RI-0000030I,"Short Sleeve T-Shirt X-Large Bundle (x250 shirts)",$395.0,19,RC-1100226
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,17,RC-1100226
RI-0000045I,"Shorts Medium Bundle (x250 shorts)",$1140.0,6,RC-1100226
RI-0000040I,"Pants Medium Bundle (x250 pants)",$2122.5,8,RC-1100226
RI-0000046I,"Shorts Large Bundle (x250 shorts)",$1140.0,20,RC-1100226
RI-0000041I,"Pants Large Bundle (x250 pants)",$2122.5,11,RC-1100226
RI-0000037I,"Long Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$664.0,24,RC-1100226
RI-0000029I,"Short Sleeve T-Shirt Large Bundle (x250 shirts)",$395.0,29,RC-1100226
RI-0000038I,"Long Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$880.0,11,RC-1100226
RI-0000049I,"Shorts XXX-Large Bundle (x100 shorts)",$831.0,9,RC-1100226
RI-0000032I,"Short Sleeve T-Shirt XXX-Large Bundle (x100 shirts)",$481.0,22,RC-1100226
RI-0000035I,"Long Sleeve T-Shirt Large Bundle (x250 shirts)",$1237.5,15,RC-1100226
RI-0000034I,"Long Sleeve T-Shirt Medium Bundle (x250 shirts)",$1237.5,4,RC-1100226
RI-0000042I,"Pants X-Large Bundle (x250 pants)",$2122.5,2,RC-1100226
RI-0000043I,"Pants XX-Large Bundle (x100 pants)",$1203.0,21,RC-1100226
RI-0000024H,"Dog Food 52 lbs.",$19.99,12,RC-1100226
RI-0000025H,"Cat Food 12 lbs.",$23.74,27,RC-1100226
RI-0000015E,"Anti-diarrhea Medication Crate (x100 caplets)",$39.5,7,RC-1100226
RI-0000012E,"Dust Mask Box (x50 masks)",$13.39,8,RC-1100226
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,3,RC-1100226
RI-0000021G,"Size 1 Diapers Box (x252 diapers)",$29.97,18,RC-1100226
RI-0000019G,"34.9 oz. Baby Formula Pack (x3 containers)",$116.86,4,RC-1100226
RI-0000000A,"Aluminum Bottles Crate (x100 bottles)",$445.0,30,RC-1100226
RI-0000002C,"10 oz. Canned Food Pack (x6 cans)",$29.99,27,RC-1100226
RI-0000010F,"Energizer AAA Battery Case (x144 batteries)",$50.4,22,RC-1100226
RI-0000008F,"Energizer 9 Volt Battery Case (x72 batteries)",$79.2,7,RC-1100226
RI-0000011F,"Energizer CR2032 Coin Battery Pack (x5 batteries)",$5.95,1,RC-1100226
RI-0000009F,"Energizer AA Battery Case (x144 batteries)",$50.4,29,RC-1100226
RI-0000053J,"23/32 in. x 4 ft. x 8 ft. RTD Sheathing Syp (x100 pieces)",$3661.0,10,RC-1100227
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,1,RC-1100227
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,21,RC-1100227
RI-0000054J,"19/32 in. x 4 ft. x 8 ft. Oriented Strand Board (x100 pieces)",$2643.0,24,RC-1100227
RI-0000052J,"15/32 in. x 4 ft. x 8 ft. 3-Ply RTD Sheathing (x100 pieces)",$2921.0,2,RC-1100227
RI-0000058J,"Grip-Rite Grip Rite 1-1/4 in. 7200 Pack Smooth Galvanized Coil Roofing Nails (x50 packs)",$1146.5,7,RC-1100227
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,1,RC-1100227
RI-0000049I,"Shorts XXX-Large Bundle (x100 shorts)",$831.0,10,RC-1100227
RI-0000031I,"Short Sleeve T-Shirt XX-Large Bundle (x100 shirts)",$398.0,16,RC-1100227
RI-0000028I,"Short Sleeve T-Shirt Medium Bundle (x250 shirts)",$395.0,17,RC-1100227
RI-0000043I,"Pants XX-Large Bundle (x100 pants)",$1203.0,15,RC-1100227
RI-0000046I,"Shorts Large Bundle (x250 shorts)",$1140.0,26,RC-1100227
RI-0000042I,"Pants X-Large Bundle (x250 pants)",$2122.5,28,RC-1100227
RI-0000035I,"Long Sleeve T-Shirt Large Bundle (x250 shirts)",$1237.5,24,RC-1100227
RI-0000022G,"Size 2 Diapers Box (x216 diapers)",$55.06,30,RC-1100227
RI-0000019G,"34.9 oz. Baby Formula Pack (x3 containers)",$116.86,16,RC-1100227
RI-0000021G,"Size 1 Diapers Box (x252 diapers)",$29.97,6,RC-1100227
RI-0000020G,"21 oz. Organic Baby Formula Pack (x4 containers)",$119.96,19,RC-1100227
RI-0000023G,"Size 3 Diapers Box (x210 diapers)",$47.43,16,RC-1100227
RI-0000006D,"Hand Crank Powered Flashlight Crate (x500 lights)",$1630.0,1,RC-1100227
RI-0000059J,"3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails 2500 Pack (x50 packs)",$1826.5,18,RC-1100228
RI-0000056J,"2 in. x 4 in. x 8 ft. Appearance Grade Spruce Lumber (x100 pieces)",$525.0,19,RC-1100228
RI-0000060J,"Royal Sovereign Weathered Gray Algae Resistant 3-Tab Roofing Shingles 26 Pack (x50 packs)",$1040.0,17,RC-1100228
