City,Country,Population,Min. Latitude,Max. Latitude,Min. Longitude,Max. Longitude
Itapetininga,Brazil,126243,-5.254084,-3.976232,-64.045006,-62.241258
Patos De Minas,Brazil,126234,-3.976231,-2.698379,-62.241257,-60.437509
Braganca Paulista,Brazil,125096,-2.698378,-1.420527,-60.437508,-58.63376
Timon,Brazil,124427,-1.420526,-0.142674,-58.633759,-56.830011
Sao Jose Dos Pinhais,Brazil,124224,-0.142673,1.135177,-56.83001,-55.026262
Teresopolis,Brazil,123979,1.135178,2.41303,-55.026261,-53.222513
Uruguaiana,Brazil,123480,2.413031,3.690884,-53.222512,-51.418764
Porto Seguro,Brazil,123173,-21.866168,-20.588316,-51.418763,-49.615015
Alagoinhas,Brazil,122688,-20.588315,-19.310463,-49.615014,-47.811266
Palhoca,Brazil,122423,-19.310462,-18.032611,-47.811265,-46.007517
Barbacena,Brazil,122211,-18.03261,-16.754758,-46.007516,-44.203768
Cachoeirinha,Brazil,121084,-16.754757,-15.476905,-44.203767,-42.400019
Santa Rita,Brazil,119893,-15.476904,-14.199053,-42.400018,-40.59627
Toledo,Brazil,119313,-14.199052,-12.9212,-40.596269,-38.792521
Jau,Brazil,119206,-12.921199,-11.643348,-38.79252,-36.988772
Cubatao,Brazil,118410,-11.643347,-10.365495,-36.988771,-35.185022
Pinhais,Brazil,117000,-10.365494,-9.087643,-73.063752,-71.260003
Simoes Filho,Brazil,116662,-9.087641,-7.80979,-71.260002,-69.456254
Varginha,Brazil,116571,-7.809789,-6.531937,-69.456253,-67.652505
Sinop,Brazil,116013,-6.531936,-5.254085,-67.652504,-65.848756
Pouso Alegre,Brazil,115201,-5.254084,-3.976232,-65.848755,-64.045007
Eunapolis,Brazil,114275,-3.976231,-2.698379,-64.045006,-62.241258
Botucatu,Brazil,113862,-2.698378,-1.420527,-62.241257,-60.437509
Jandira,Brazil,113605,-1.420526,-0.142674,-60.437508,-58.63376
Ribeirao Pires,Brazil,111888,-0.142673,1.135177,-58.633759,-56.830011
Conselheiro Lafaiete,Brazil,111596,1.135178,2.41303,-56.83001,-55.026262
Resende,Brazil,111514,2.413031,3.690884,-55.026261,-53.222513
Araucaria,Brazil,111302,-21.866168,-20.588316,-53.222512,-51.418764
Atibaia,Brazil,110968,-20.588315,-19.310463,-51.418763,-49.615015
Varzea Paulista,Brazil,110936,-19.310462,-18.032611,-49.615014,-47.811266
Garanhuns,Brazil,110085,-18.03261,-16.754758,-47.811265,-46.007517
Araruama,Brazil,109637,-16.754757,-15.476905,-46.007516,-44.203768
Catanduva,Brazil,109612,-15.476904,-14.199053,-44.203767,-42.400019
Franco Da Rocha,Brazil,108858,-14.199052,-12.9212,-42.400018,-40.59627
Cabo Frio,Brazil,108239,-12.921199,-11.643348,-40.596269,-38.792521
Ji Parana,Brazil,107697,-11.643347,-10.365495,-38.79252,-36.988772
Araras,Brazil,107463,-10.365494,-9.087643,-36.988771,-35.185022
Poa,Brazil,107432,-9.087641,-7.80979,-73.063752,-71.260003
Vitoria De Santo Antao,Brazil,107383,-7.809789,-6.531937,-71.260002,-69.456254
Umuarama,Brazil,107319,-6.531936,-5.254085,-69.456253,-67.652505
Apucarana,Brazil,107085,-5.254084,-3.976232,-67.652504,-65.848756
Santa Cruz Do Sul,Brazil,106113,-3.976231,-2.698379,-65.848755,-64.045007
Guaratingueta,Brazil,105880,-2.698378,-1.420527,-64.045006,-62.241258
Linhares,Brazil,105075,-1.420526,-0.142674,-62.241257,-60.437509
Araguaina,Brazil,105019,-0.142673,1.135177,-60.437508,-58.63376
Esmeraldas,Brazil,103206,1.135178,2.41303,-58.633759,-56.830011
Birigui,Brazil,102277,2.413031,3.690884,-56.83001,-55.026262
Assis,Brazil,101597,-21.866168,-20.588316,-55.026261,-53.222513
Barretos,Brazil,101220,-20.588315,-19.310463,-53.222512,-51.418764
Colatina,Brazil,101190,-19.310462,-18.032611,-51.418763,-49.615015
Teofilo Otoni,Brazil,101170,-18.03261,-16.754758,-49.615014,-47.811266
Guaiba,Brazil,101024,-16.754757,-15.476905,-47.811265,-46.007517
Guarapari,Brazil,100925,-15.476904,-14.199053,-46.007516,-44.203768
Coronel Fabriciano,Brazil,100916,-14.199052,-12.9212,-44.203767,-42.400019
Itaguai,Brazil,100752,-12.921199,-11.643348,-42.400018,-40.59627
Rio Das Ostras,Brazil,100000,-11.643347,-10.365495,-40.596269,-38.792521
Itabira,Brazil,99496,-10.365494,-9.087643,-38.79252,-36.988772
Votorantim,Brazil,99390,-9.087641,-7.80979,-36.988771,-35.185022
Sertaozinho,Brazil,99211,-7.809789,-6.531937,-73.063752,-71.260003
Santana De Parnaiba,Brazil,98989,-6.531936,-5.254085,-71.260002,-69.456254
Bage,Brazil,98940,-5.254084,-3.976232,-69.456253,-67.652505
Passos,Brazil,98752,-3.976231,-2.698379,-67.652504,-65.848756
Salto,Brazil,98387,-2.698378,-1.420527,-65.848755,-64.045007
Uba,Brazil,97828,-1.420526,-0.142674,-64.045006,-62.241258
Ourinhos,Brazil,97799,-0.142673,1.135177,-62.241257,-60.437509
Trindade,Brazil,97521,1.135178,2.41303,-60.437508,-58.63376
Arapongas,Brazil,97512,2.413031,3.690884,-58.633759,-56.830011
Araguari,Brazil,96565,-21.866168,-20.588316,-56.83001,-55.026262
Corumba,Brazil,96520,-20.588315,-19.310463,-55.026261,-53.222513
Erechim,Brazil,96087,-19.310462,-18.032611,-53.222512,-51.418764
Japeri,Brazil,95101,-18.03261,-16.754758,-51.418763,-49.615015
Vespasiano,Brazil,94749,-16.754757,-15.476905,-49.615014,-47.811266
Campo Largo,Brazil,94668,-15.476904,-14.199053,-47.811265,-46.007517
Tatui,Brazil,93580,-14.199052,-12.9212,-46.007516,-44.203768
Patos,Brazil,92575,-12.921199,-11.643348,-44.203767,-42.400019
Timoteo,Brazil,91722,-11.643347,-10.365495,-42.400018,-40.59627
Muriae,Brazil,91173,-10.365494,-9.087643,-40.596269,-38.792521
Cambe,Brazil,91080,-9.087641,-7.80979,-38.79252,-36.988772
Bayeux,Brazil,91056,-7.809789,-6.531937,-36.988771,-35.185022
Bento Goncalves,Brazil,90852,-6.531936,-5.254085,-73.063752,-71.260003
Caraguatatuba,Brazil,90843,-5.254084,-3.976232,-71.260002,-69.456254
Itanhaem,Brazil,90385,-3.976231,-2.698379,-69.456253,-67.652505
Santana Do Livramento,Brazil,89694,-2.698378,-1.420527,-67.652504,-65.848756
Almirante Tamandare,Brazil,89499,-1.420526,-0.142674,-65.848755,-64.045007
Planaltina,Brazil,88853,-0.142673,1.135177,-64.045006,-62.241258
Crato,Brazil,88786,1.135178,2.41303,-62.241257,-60.437509
Valinhos,Brazil,88630,2.413031,3.690884,-60.437508,-58.63376
Sao Lourenco Da Mata,Brazil,88416,-21.866168,-20.588316,-58.633759,-56.830011
Nova Lima,Brazil,88399,-20.588315,-19.310463,-56.83001,-55.026262
Brusque,Brazil,88284,-19.310462,-18.032611,-55.026261,-53.222513
Barra Do Pirai,Brazil,87668,-18.03261,-16.754758,-53.222512,-51.418764
Alegrete,Brazil,87236,-16.754757,-15.476905,-51.418763,-49.615015
Caieiras,Brazil,87188,-15.476904,-14.199053,-49.615014,-47.811266
Barra Do Corda,Brazil,86662,-14.199052,-12.9212,-47.811265,-46.007517
Igarassu,Brazil,86457,-12.921199,-11.643348,-46.007516,-44.203768
Paulo Afonso,Brazil,85350,-11.643347,-10.365495,-44.203767,-42.400019
Ituiutaba,Brazil,85345,-10.365494,-9.087643,-42.400018,-40.59627
Esteio,Brazil,84902,-9.087641,-7.80979,-40.596269,-38.792521
Sarandi,Brazil,84697,-7.809789,-6.531937,-38.79252,-36.988772
Itaperuna,Brazil,84435,-6.531936,-5.254085,-36.988771,-35.185022
Santana,Brazil,83927,-5.254084,-3.976232,-73.063752,-71.260003
Jardim Paulista,Brazil,83667,-3.976231,-2.698379,-71.260002,-69.456254
Codo,Brazil,83288,-2.698378,-1.420527,-69.456253,-67.652505
Araxa,Brazil,82595,-1.420526,-0.142674,-67.652504,-65.848756
Abreu E Lima,Brazil,81959,-0.142673,1.135177,-65.848755,-64.045007
Itajuba,Brazil,81870,1.135178,2.41303,-64.045006,-62.241258
Lavras,Brazil,81472,2.413031,3.690884,-62.241257,-60.437509
Avare,Brazil,81285,-21.866168,-20.588316,-60.437508,-58.63376
Formosa,Brazil,81232,-20.588315,-19.310463,-58.633759,-56.830011
Leme,Brazil,81209,-19.310462,-18.032611,-56.83001,-55.026262
Cruzeiro Do Sul,Brazil,79819,-18.03261,-16.754758,-55.026261,-53.222513
Itumbiara,Brazil,79582,-16.754757,-15.476905,-53.222512,-51.418764
Marica,Brazil,79551,-15.476904,-14.199053,-51.418763,-49.615015
Ubatuba,Brazil,79007,-14.199052,-12.9212,-49.615014,-47.811266
Tres Lagoas,Brazil,78712,-12.921199,-11.643348,-47.811265,-46.007517
Sao Joao Del Rei,Brazil,78592,-11.643347,-10.365495,-46.007516,-44.203768
Mogi Mirim,Brazil,78244,-10.365494,-9.087643,-44.203767,-42.400019
Abaetetuba,Brazil,78050,-9.087641,-7.80979,-42.400018,-40.59627
Sao Bento Do Sul,Brazil,77597,-7.809789,-6.531937,-40.596269,-38.792521
Itauna,Brazil,77400,-6.531936,-5.254085,-38.79252,-36.988772
Sao Mateus,Brazil,77117,-5.254084,-3.976232,-36.988771,-35.185022
Jatai,Brazil,76547,-3.976231,-2.698379,-73.063752,-71.260003
Sao Joao Da Boa Vista,Brazil,76540,-2.698378,-1.420527,-71.260002,-69.456254
Lorena,Brazil,76506,-1.420526,-0.142674,-69.456253,-67.652505
Santa Cruz Do Capibaribe,Brazil,76450,-0.142673,1.135177,-67.652504,-65.848756
Sao Sebastiao,Brazil,76367,1.135178,2.41303,-65.848755,-64.045007
Tucurui,Brazil,76337,2.413031,3.690884,-64.045006,-62.241258
Embu Guacu,Brazil,76310,-21.866168,-20.588316,-62.241257,-60.437509
Sapiranga,Brazil,76051,-20.588315,-19.310463,-60.437508,-58.63376
Para De Minas,Brazil,75786,-19.310462,-18.032611,-58.633759,-56.830011
Campo Mourao,Brazil,75401,-18.03261,-16.754758,-56.83001,-55.026262
Cachoeira Do Sul,Brazil,74694,-16.754757,-15.476905,-55.026261,-53.222513
Santo Antonio De Jesus,Brazil,73957,-15.476904,-14.199053,-53.222512,-51.418764
Paranavai,Brazil,72848,-14.199052,-12.9212,-51.418763,-49.615015
Joao Monlevade,Brazil,72762,-12.921199,-11.643348,-49.615014,-47.811266
Matao,Brazil,72468,-11.643347,-10.365495,-47.811265,-46.007517
Bacabal,Brazil,72372,-10.365494,-9.087643,-46.007516,-44.203768
Cacapava,Brazil,72340,-9.087641,-7.80979,-44.203767,-42.400019
Aruja,Brazil,72077,-7.809789,-6.531937,-42.400018,-40.59627
Cruzeiro,Brazil,72022,-6.531936,-5.254085,-40.596269,-38.792521
Patrocinio,Brazil,71963,-5.254084,-3.976232,-38.79252,-36.988772
Tres Rios,Brazil,71944,-3.976231,-2.698379,-36.988771,-35.185022
Bebedouro,Brazil,71862,-2.698378,-1.420527,-73.063752,-71.260003
Sao Cristovao,Brazil,71539,-1.420526,-0.142674,-71.260002,-69.456254
Alfenas,Brazil,71406,-0.142673,1.135177,-69.456253,-67.652505
Ijui,Brazil,71202,1.135178,2.41303,-67.652504,-65.848756
Altamira,Brazil,70888,2.413031,3.690884,-65.848755,-64.045007
Paracatu,Brazil,70753,-21.866168,-20.588316,-64.045006,-62.241258
Carpina,Brazil,70689,-20.588315,-19.310463,-62.241257,-60.437509
Iguatu,Brazil,70380,-19.310462,-18.032611,-60.437508,-58.63376
Votuporanga,Brazil,69863,-18.03261,-16.754758,-58.633759,-56.830011
Paragominas,Brazil,69613,-16.754757,-15.476905,-56.83001,-55.026262
Lins,Brazil,69451,-15.476904,-14.199053,-55.026261,-53.222513
Jaboticabal,Brazil,69394,-14.199052,-12.9212,-53.222512,-51.418764
Vicosa,Brazil,68680,-12.921199,-11.643348,-51.418763,-49.615015
Sao Sebastiao Do Paraiso,Brazil,68654,-11.643347,-10.365495,-49.615014,-47.811266
Balsas,Brazil,68056,-10.365494,-9.087643,-47.811265,-46.007517
Itatiba,Brazil,67934,-9.087641,-7.80979,-46.007516,-44.203768
Santa Ines,Brazil,67424,-7.809789,-6.531937,-44.203767,-42.400019
Tubarao,Brazil,67245,-6.531936,-5.254085,-42.400018,-40.59627
Pato Branco,Brazil,65754,-5.254084,-3.976232,-40.596269,-38.792521
Paulinia,Brazil,65595,-3.976231,-2.698379,-38.79252,-36.988772
Lajeado,Brazil,65407,-2.698378,-1.420527,-36.988771,-35.185022
Cruz Alta,Brazil,65275,-1.420526,-0.142674,-73.063752,-71.260003
Aquiraz,Brazil,65116,-0.142673,1.135177,-71.260002,-69.456254
Itacoatiara,Brazil,64937,1.135178,2.41303,-69.456253,-67.652505
Gurupi,Brazil,64789,2.413031,3.690884,-67.652504,-65.848756
Itaituba,Brazil,64756,-21.866168,-20.588316,-65.848755,-64.045007
Santo Angelo,Brazil,64606,-20.588315,-19.310463,-64.045006,-62.241258
Parintins,Brazil,64428,-19.310462,-18.032611,-62.241257,-60.437509
Curvelo,Brazil,63954,-18.03261,-16.754758,-60.437508,-58.63376
Itabaiana,Brazil,63888,-16.754757,-15.476905,-58.633759,-56.830011
Cacador,Brazil,63726,-15.476904,-14.199053,-56.83001,-55.026262
Ouro Preto,Brazil,63678,-14.199052,-12.9212,-55.026261,-53.222513
Caldas Novas,Brazil,63675,-12.921199,-11.643348,-53.222512,-51.418764
Irece,Brazil,63626,-11.643347,-10.365495,-51.418763,-49.615015
Catalao,Brazil,63544,-10.365494,-9.087643,-49.615014,-47.811266
Tres Coracoes,Brazil,63457,-9.087641,-7.80979,-47.811265,-46.007517
Rio Largo,Brazil,63387,-7.809789,-6.531937,-46.007516,-44.203768
Vilhena,Brazil,63231,-6.531936,-5.254085,-44.203767,-42.400019
Valenca,Brazil,63231,-5.254084,-3.976232,-42.400018,-40.59627
Peruibe,Brazil,63030,-3.976231,-2.698379,-40.596269,-38.792521
Itapeva,Brazil,62957,-2.698378,-1.420527,-38.79252,-36.988772
Cataguases,Brazil,62618,-1.420526,-0.142674,-36.988771,-35.185022
Saquarema,Brazil,62056,-0.142673,1.135177,-73.063752,-71.260003
Tupa,Brazil,62035,1.135178,2.41303,-71.260002,-69.456254
Fernandopolis,Brazil,61931,2.413031,3.690884,-69.456253,-67.652505
Senador Canedo,Brazil,61800,-21.866168,-20.588316,-67.652504,-65.848756
Itapira,Brazil,61607,-20.588315,-19.310463,-65.848755,-64.045007
Gravata,Brazil,61249,-19.310462,-18.032611,-64.045006,-62.241258
Valenca,Brazil,61144,-18.03261,-16.754758,-62.241257,-60.437509
Pirassununga,Brazil,60413,-16.754757,-15.476905,-60.437508,-58.63376
Unai,Brazil,60202,-15.476904,-14.199053,-58.633759,-56.830011
Caratinga,Brazil,60066,-14.199052,-12.9212,-56.83001,-55.026262
Itapetinga,Brazil,59721,-12.921199,-11.643348,-55.026261,-53.222513
Mococa,Brazil,59654,-11.643347,-10.365495,-53.222512,-51.418764
Sao Borja,Brazil,59613,-10.365494,-9.087643,-51.418763,-49.615015
Carazinho,Brazil,59417,-9.087641,-7.80979,-49.615014,-47.811266
Santa Rosa,Brazil,58957,-7.809789,-6.531937,-47.811265,-46.007517
Telemaco Borba,Brazil,58880,-6.531936,-5.254085,-46.007516,-44.203768
Guanambi,Brazil,58877,-5.254084,-3.976232,-44.203767,-42.400019
Aracruz,Brazil,58271,-3.976231,-2.698379,-42.400018,-40.59627
Ariquemes,Brazil,58096,-2.698378,-1.420527,-40.596269,-38.792521
Farroupilha,Brazil,57650,-1.420526,-0.142674,-38.79252,-36.988772
Francisco Beltrao,Brazil,57618,-0.142673,1.135177,-36.988771,-35.185022
Picos,Brazil,57495,1.135178,2.41303,-73.063752,-71.260003
Lencois Paulista,Brazil,57375,2.413031,3.690884,-71.260002,-69.456254
Arcoverde,Brazil,57163,-21.866168,-20.588316,-69.456253,-67.652505
Braganca,Brazil,57163,-20.588315,-19.310463,-67.652504,-65.848756
Vacaria,Brazil,56765,-19.310462,-18.032611,-65.848755,-64.045007
Cajamar,Brazil,56682,-18.03261,-16.754758,-64.045006,-62.241258
Janauba,Brazil,56572,-16.754757,-15.476905,-62.241257,-60.437509
Vinhedo,Brazil,56492,-15.476904,-14.199053,-60.437508,-58.63376
Formiga,Brazil,56404,-14.199052,-12.9212,-58.633759,-56.830011
Cianorte,Brazil,55994,-12.921199,-11.643348,-56.83001,-55.026262
Nova Vicosa,Brazil,55980,-11.643347,-10.365495,-55.026261,-53.222513
Itapipoca,Brazil,55784,-10.365494,-9.087643,-53.222512,-51.418764
Ponta Pora,Brazil,55763,-9.087641,-7.80979,-51.418763,-49.615015
Estancia,Brazil,55654,-7.809789,-6.531937,-49.615014,-47.811266
Cacoal,Brazil,55560,-6.531936,-5.254085,-47.811265,-46.007517
Sao Gabriel,Brazil,55434,-5.254084,-3.976232,-46.007516,-44.203768
Concordia,Brazil,55367,-3.976231,-2.698379,-44.203767,-42.400019
Pacatuba,Brazil,55291,-2.698378,-1.420527,-42.400018,-40.59627
Viana,Brazil,55122,-1.420526,-0.142674,-40.596269,-38.792521
Sao Pedro Da Aldeia,Brazil,55014,-0.142673,1.135177,-38.79252,-36.988772
Caico,Brazil,54934,1.135178,2.41303,-36.988771,-35.185022
Seropedica,Brazil,54846,2.413031,3.690884,-73.063752,-71.260003
Sydney,Australia,4627345,-38.965495,-37.576525,113.680199,115.538456
Melbourne,Australia,4246375,-37.576524,-36.187554,115.538457,117.396715
Brisbane,Australia,2189878,-36.187553,-34.798583,117.396716,119.254974
Perth,Australia,1896548,-34.798582,-33.409613,119.254975,121.113233
Adelaide,Australia,1225235,-33.409612,-32.020642,121.113234,122.971492
Gold Coast,Australia,591473,-32.020641,-30.631671,122.971493,124.829751
Canberra,Australia,367752,-30.63167,-29.242701,124.829752,126.68801
Newcastle,Australia,308308,-29.2427,-27.85373,126.688011,128.546269
Wollongong,Australia,292190,-27.853729,-26.464759,128.54627,130.404528
Logan City,Australia,282673,-26.464758,-25.075788,130.404529,132.262787
Geelong,Australia,226034,-25.075788,-23.686818,132.262788,134.121045
Hobart,Australia,216656,-23.686817,-22.297847,134.121046,135.979304
Townsville,Australia,196219,-22.297846,-20.908876,135.979305,137.837563
Cairns,Australia,153075,-20.908875,-19.519906,137.837564,139.695822
Toowoomba,Australia,131258,-19.519905,-18.130935,139.695823,141.554081
Darwin,Australia,129062,-18.130934,-16.741964,141.554082,143.41234
Rockingham,Australia,108022,-16.741963,-15.352994,143.412341,145.270599
Launceston,Australia,106153,-15.352993,-13.964023,145.2706,147.128858
Bendigo,Australia,100617,-13.964022,-12.575052,147.128859,148.987117
Ballarat,Australia,97937,-12.575051,-11.186081,148.987118,150.845376
Mandurah,Australia,83294,-38.965495,-37.576525,150.845377,152.703636
Mackay,Australia,74219,-37.576524,-36.187554,113.680199,115.538456
Bundaberg,Australia,70826,-36.187553,-34.798583,115.538457,117.396715
Bunbury,Australia,68248,-34.798582,-33.409613,117.396716,119.254974
Maitland,Australia,67132,-33.409612,-32.020642,119.254975,121.113233
Armadale,Australia,62296,-32.020641,-30.631671,121.113234,122.971492
Rockhampton,Australia,61724,-30.63167,-29.242701,122.971493,124.829751
Adelaide Hills,Australia,60394,-29.2427,-27.85373,124.829752,126.68801
South Brisbane,Australia,60000,-27.853729,-26.464759,126.688011,128.546269
Hervey Bay,Australia,52230,-26.464758,-25.075788,128.54627,130.404528
Reservoir,Australia,47637,-25.075788,-23.686818,130.404529,132.262787
Tamworth,Australia,47597,-23.686817,-22.297847,132.262788,134.121045
Wagga Wagga,Australia,46913,-22.297846,-20.908876,134.121046,135.979304
Albury,Australia,45627,-20.908875,-19.519906,135.979305,137.837563
Berwick,Australia,44779,-19.519905,-18.130935,137.837564,139.695822
Port Macquarie,Australia,41491,-18.130934,-16.741964,139.695823,141.554081
Queanbeyan,Australia,40661,-16.741963,-15.352994,141.554082,143.41234
Orange,Australia,39329,-15.352993,-13.964023,143.412341,145.270599
Blacktown,Australia,39000,-13.964022,-12.575052,145.2706,147.128858
Shepparton,Australia,38773,-12.575051,-11.186081,147.128859,148.987117
Caloundra,Australia,38706,-38.965495,-37.576525,148.987118,150.845376
Hoppers Crossing,Australia,38108,-37.576524,-36.187554,150.845377,152.703636
Werribee,Australia,37737,-36.187553,-34.798583,113.680199,115.538456
Melton,Australia,35490,-34.798582,-33.409613,115.538457,117.396715
Castle Hill,Australia,35389,-33.409612,-32.020642,117.396716,119.254974
Saint Albans,Australia,35091,-32.020641,-30.631671,119.254975,121.113233
Nowra,Australia,34479,-30.63167,-29.242701,121.113234,122.971492
Frankston,Australia,34457,-29.2427,-27.85373,122.971493,124.829751
Frankston East,Australia,34457,-27.853729,-26.464759,124.829752,126.68801
Rowville,Australia,34145,-26.464758,-25.075788,126.688011,128.546269
Warrnambool,Australia,33982,-25.075788,-23.686818,128.54627,130.404528
Baulkham Hills,Australia,33945,-23.686817,-22.297847,130.404529,132.262787
Albany,Australia,33650,-22.297846,-20.908876,132.262788,134.121045
Mount Waverley,Australia,33611,-20.908875,-19.519906,134.121046,135.979304
St Albans,Australia,33511,-19.519905,-18.130935,135.979305,137.837563
Auburn,Australia,33122,-18.130934,-16.741964,137.837564,139.695822
Bathurst,Australia,33110,-16.741963,-15.352994,139.695823,141.554081
Pakenham South,Australia,32911,-15.352993,-13.964023,141.554082,143.41234
Point Cook,Australia,32413,-13.964022,-12.575052,143.412341,145.270599
Dubbo,Australia,32327,-12.575051,-11.186081,145.2706,147.128858
Epping,Australia,32200,-38.965495,-37.576525,147.128859,148.987117
Wodonga,Australia,31605,-37.576524,-36.187554,148.987118,150.845376
Kalgoorlie,Australia,31107,-36.187553,-34.798583,150.845377,152.703636
Bankstown,Australia,30572,-34.798582,-33.409613,113.680199,115.538456
Mill Park,Australia,30517,-33.409612,-32.020642,115.538457,117.396715
Gladstone,Australia,30489,-32.020641,-30.631671,117.396716,119.254974
Kwinana,Australia,30433,-30.63167,-29.242701,119.254975,121.113233
Lismore,Australia,30086,-29.2427,-27.85373,121.113234,122.971492
Mildura,Australia,30016,-27.853729,-26.464759,122.971493,124.829751
Preston,Australia,29925,-26.464758,-25.075788,124.829752,126.68801
Sunbury,Australia,29925,-25.075788,-23.686818,126.688011,128.546269
Hurstville,Australia,29822,-23.686817,-22.297847,128.54627,130.404528
Narre Warren South,Australia,28594,-22.297846,-20.908876,130.404529,132.262787
Noble Park,Australia,28377,-20.908875,-19.519906,132.262788,134.121045
Southport,Australia,28315,-19.519905,-18.130935,134.121046,135.979304
Kellyville,Australia,27971,-18.130934,-16.741964,135.979305,137.837563
Port Stephens,Australia,27531,-16.741963,-15.352994,137.837564,139.695822
Banora Point,Australia,27368,-15.352993,-13.964023,139.695823,141.554081
Doncaster East,Australia,27047,-13.964022,-12.575052,141.554082,143.41234
Croydon,Australia,26946,-12.575051,-11.186081,143.412341,145.270599
Geraldton,Australia,26872,-38.965495,-37.576525,145.2706,147.128858
Maroubra,Australia,26538,-37.576524,-36.187554,147.128859,148.987117
Coffs Harbour,Australia,26353,-36.187553,-34.798583,148.987118,150.845376
Mosman,Australia,26236,-34.798582,-33.409613,150.845377,152.703636
Richmond,Australia,26121,-33.409612,-32.020642,113.680199,115.538456
Narre Warren,Australia,25882,-32.020641,-30.631671,115.538457,117.396715
Randwick,Australia,25819,-30.63167,-29.242701,117.396716,119.254974
Strathfield,Australia,25813,-29.2427,-27.85373,119.254975,121.113233
Bundoora,Australia,25709,-27.853729,-26.464759,121.113234,122.971492
Alice Springs,Australia,25186,-26.464758,-25.075788,122.971493,124.829751
Quakers Hill,Australia,25017,-25.075788,-23.686818,124.829752,126.68801
Endeavour Hills,Australia,25000,-23.686817,-22.297847,126.688011,128.546269
Palmerston,Australia,25000,-22.297846,-20.908876,128.54627,130.404528
Coburg,Australia,24977,-20.908875,-19.519906,130.404529,132.262787
Dandenong,Australia,24919,-19.519905,-18.130935,132.262788,134.121045
Fremantle,Australia,24835,-18.130934,-16.741964,134.121046,135.979304
Ferntree Gully,Australia,24724,-16.741963,-15.352994,135.979305,137.837563
Campsie,Australia,24541,-15.352993,-13.964023,137.837564,139.695822
Kew,Australia,23876,-13.964022,-12.575052,139.695823,141.554081
Hampton Park,Australia,23767,-12.575051,-11.186081,141.554082,143.41234
Canning Vale,Australia,23289,-38.965495,-37.576525,143.412341,145.270599
Glen Iris,Australia,23270,-37.576524,-36.187554,145.2706,147.128858
Mount Gambier,Australia,23209,-36.187553,-34.798583,147.128859,148.987117
Marrickville,Australia,23161,-34.798582,-33.409613,148.987118,150.845376
Northcote,Australia,22920,-33.409612,-32.020642,150.845377,152.703636
Granville,Australia,22889,-32.020641,-30.631671,113.680199,115.538456
Mount Isa,Australia,22785,-30.63167,-29.242701,115.538457,117.396715
Keysborough,Australia,22700,-29.2427,-27.85373,117.396716,119.254974
Armidale,Australia,22673,-27.853729,-26.464759,119.254975,121.113233
Morphett Vale,Australia,22602,-26.464758,-25.075788,121.113234,122.971492
Dianella,Australia,22521,-25.075788,-23.686818,122.971493,124.829751
Forest Lake,Australia,22426,-23.686817,-22.297847,124.829752,126.68801
Mornington,Australia,22421,-22.297846,-20.908876,126.688011,128.546269
Thornlie,Australia,22265,-20.908875,-19.519906,128.54627,130.404528
Ashfield,Australia,22000,-19.519905,-18.130935,130.404529,132.262787
Traralgon,Australia,21960,-18.130934,-16.741964,132.262788,134.121045
Dandenong North,Australia,21910,-16.741963,-15.352994,134.121046,135.979304
Busselton,Australia,21898,-15.352993,-13.964023,135.979305,137.837563
Cabramatta,Australia,21783,-13.964022,-12.575052,137.837564,139.695822
Greystanes,Australia,21703,-12.575051,-11.186081,139.695823,141.554081
Tarneit,Australia,21690,-38.965495,-37.576525,141.554082,143.41234
Maryborough,Australia,21501,-37.576524,-36.187554,143.412341,145.270599
Caboolture,Australia,21478,-36.187553,-34.798583,145.2706,147.128858
Kirwan,Australia,21416,-34.798582,-33.409613,147.128859,148.987117
Langwarrin,Australia,21371,-33.409612,-32.020642,148.987118,150.845376
Carlingford,Australia,21364,-32.020641,-30.631671,150.845377,152.703636
Liverpool,Australia,21317,-30.63167,-29.242701,113.680199,115.538456
Caringbah,Australia,21283,-29.2427,-27.85373,115.538457,117.396715
Brighton,Australia,21257,-27.853729,-26.464759,117.396716,119.254974
Glenferrie,Australia,21177,-26.464758,-25.075788,119.254975,121.113233
Hawthorn,Australia,21177,-25.075788,-23.686818,121.113234,122.971492
Hawthorn South,Australia,21177,-23.686817,-22.297847,122.971493,124.829751
Goulburn,Australia,20940,-22.297846,-20.908876,124.829752,126.68801
Boronia,Australia,20825,-20.908875,-19.519906,126.688011,128.546269
Woodridge,Australia,20650,-19.519905,-18.130935,128.54627,130.404528
Booval,Australia,20540,-18.130934,-16.741964,130.404529,132.262787
Thomastown,Australia,20331,-16.741963,-15.352994,132.262788,134.121045
Cheltenham,Australia,20292,-15.352993,-13.964023,134.121046,135.979304
Punchbowl,Australia,20236,-13.964022,-12.575052,135.979305,137.837563
Prospect,Australia,20217,-12.575051,-11.186081,137.837564,139.695822
Greensborough,Australia,20214,-38.965495,-37.576525,139.695823,141.554081
Gawler,Australia,20006,-37.576524,-36.187554,141.554082,143.41234
Burnie,Australia,19972,-36.187553,-34.798583,143.412341,145.270599
Balwyn North,Australia,19968,-34.798582,-33.409613,145.2706,147.128858
Lalor,Australia,19873,-33.409612,-32.020642,147.128859,148.987117
Brunswick,Australia,19867,-32.020641,-30.631671,148.987118,150.845376
Hornsby,Australia,19863,-30.63167,-29.242701,150.845377,152.703636
